question_id,answer_filename,answer_text,answer_correct,source,label
00041_45186,M2_1_01_00041_45186_A.png,"분자가 $3$이고, 기약분수의 분모에 $2$ 또는 $5$ 이외의 수가 있는 분수를 찾으면 된다. ① $ x=2 $ 이면 $ \\frac{3}{5 \\times x}=\\frac{3}{5 \\times 2} $ 이므로 분모의 소인수가 $2,5$ 뿐이다.  ② $ x=3 $ 이면 $ \\frac{3}{5 \\times x}=\\frac{3}{5 \\times 3}=\\frac{1}{5} $ 이므로 분모의 소인수가 $5$ 뿐이다. ③ $ x=6 $ 이면 $ \\frac{3}{5 \\times x}=\\frac{3}{5 \\times 6}=\\frac{1}{2 \\times 5} $ 이므로 분모의 소인수가 $2,5$ 뿐이다. ④ $ x=7 $ 이면 $ \\frac{3}{5 \\times x}=\\frac{3}{5 \\times 7} $ 이므로 분모의 소인수에 $5$ 이외에 $7$ 이 있다. ⑤ $ x=8 $ 이면 $ \\frac{3}{5 \\times 8}=\\frac{3}{2^{3} \\times 5} $ 이므로 분모의 소인수가 $2,5$ 뿐이다.  따라서 무한소수가 되게 하는 자연수 $ x $ 는 ④ $7$이다. 분수를 소수로 나타낼 때, 무한소수가 되는 것은 기약분수로 고친 후 분모의 소인수가 $2$ 또는 $5$ 이외의 수가 있는 분수이다.",④,111.수학 과목 문제생성 데이터,validation
00041_45192,M2_1_01_00041_45192_A.png,"주어진 수를 무한소수로 표시하여 크기를 비교하면 ① $ 0.5678=0.56780000 $ ② $ 0.567 \\dot{8}=0.56788888 \\ldots $ ③ $ 0.56 \\dot{7} \\dot{8}=0.56787878 \\ldots $ ④ $ 0.5 \\dot{6} 7 \\dot{8}=0.56786786 \\ldots $ ⑤ $ 0 . \\dot{5} 67 \\dot{8}=0.56785678 \\ldots $ 따라서, 가장 큰 수는 ② $ 0.567 \\dot{8} $이다.  순환소수를 무한소수로 표시한 후 소수점 아래의 자릿수를 비교한다.",②,111.수학 과목 문제생성 데이터,validation
00041_45195,M2_1_01_00041_45195_A.png,"순환소수를 분수로 고치면  $ 0.5 \\dot{4}=\\frac{54-5}{90}=\\frac{49}{90} , 0.1 \\dot{5}=\\frac{15-1}{90}=\\frac{14}{90} $ $ \\therefore 0.5 \\dot{4} \\div 0.1 \\dot{5}=\\frac{49}{90} \\div \\frac{14}{90} $ $ =\\frac{49}{90} \\times \\frac{90}{14}=\\frac{7}{2}=3.5 $  순환소수를 분수로 고친 후 계산한다.",①,111.수학 과목 문제생성 데이터,validation
00041_45198,M2_1_01_00041_45198_A.png,"① $ \\frac{2}{5} $는 분자가 $2$, 분모가 $5$인 분수이므로 유리수이다.  ② $ -\\frac{3}{10} $은 분자가 $-3$, 분모는 $10$인 분수이므로 유리수이다. ③ $ -\\frac{5}{21} $는 분자가 $-5$, 분모는 $21$인 분수이므로 유리수이다.  ④ $0$은 정수이므로 유리수이다.  ⑤ $π$는 분수로 나타낼 수 없으므로 유리수가 아니다.  유리수는 $ \\frac{\\text { (정수) }}{(0 \\text { 이 아닌 정수 })} $인 꼴로 나타낼 수 있는 수이다.",⑤,111.수학 과목 문제생성 데이터,validation
00041_45201,M2_1_01_00041_45201_A.png,"① $ \\frac{1}{2 \\times 3} $ 의 분모의 소인수는 $2$ 와 $3$ 이므로 유한소수가 아니다.   ② $ \\frac{21}{2 \\times 3 \\times 5}=\\frac{3 \\times 7}{2 \\times 3 \\times 5}=\\frac{7}{2 \\times 5} $ 의 분모의 소인수는 $2$ 와 $5$ 이므로 유한소수이다.   ③ $ \\frac{14}{3 \\times 5 \\times 7}=\\frac{2 \\times 7}{3 \\times 5 \\times 7}=\\frac{2}{3 \\times 5} $ 의 분모의 소인수는 $3$ 과 $5$ 이므로 유한소수가 아니다.   ④ $ \\frac{21}{2 \\times 3^{2} \\times 5^{2}}=\\frac{3 \\times 7}{2 \\times 3^{2} \\times 5^{2}}=\\frac{7}{2 \\times 3 \\times 5^{2}} $ 의 분모의 소인수는 $ 2,3,5 $ 이므로 유한소수가 아니다.   ⑤ $ \\frac{8}{3^{2} \\times 7^{5}}=\\frac{2^{3}}{3^{2} \\times 7^{5}} $ 의 분모의 소인수는 $3$ 과 $7$ 이므로 유한소수가 아니다.   분수를 소수로 나타낼 때, 유한소수가 되는 분수는 기약분수로 고친 후 분모의 소인수가 $2$ 또는 $5$뿐인 분수이다.",②,111.수학 과목 문제생성 데이터,validation
00042_22657,M2_1_01_00042_22657_A.png,"\\[ \\begin{array}{l} \\frac{5}{7}=0 . \\dot{7} 1428 \\dot{5} \\text { 이고, } 101=6 \\times 16+5 \\text { 이므로 } a=8 \\\\ \\frac{5}{11}=0 . \\dot{4} \\dot{5} \\text { 이므로 } b=2 \\\\ \\therefore \\frac{b}{a}=\\frac{2}{8}=0.25 \\end{array} \\]",$0.25$,111.수학 과목 문제생성 데이터,validation
00042_22683,M2_1_01_00042_22683_A.png,처음의 기약분수를 $ \\frac{A}{B} $라고 하면 \\( 0.58 \\dot{3}=\\frac{583-58}{900}=\\frac{525}{900}=\\frac{7}{12} \\)이므로  $  A=7 $ $ 0 . \\dot{8}\\dot{1}=\\frac{81}{99}=\\frac{9}{11} $이므로 $  B=11 $ \\( \\therefore \\frac{A}{B}=\\frac{7}{11}=0 . \\dot{6} \\dot{3} \\),$0 . \\dot{6} \\dot{3} $,111.수학 과목 문제생성 데이터,validation
00042_22684,M2_1_01_00042_22684_A.png,"$ 0.08 \\dot{3}=\\frac{83-8}{900}=\\frac{75}{900}=\\frac{1}{12} $ $ =\\frac{1}{2^{2} \\times 3} $ 이므로 $ \\frac{1}{2^{2} \\times 3} \\times A $ 가 유한소수로 나타내어지려면 $ A $ 는 $3$의 배수이어야 한다. 또, $ \\frac{45}{11} \\times A $ 가 유한소수로 나타내어지려면 $ A $ 는 $11$의 배수이어야 한다. 따라서 $ A $ 는 $33$의 배수이므로 가장 작은 자연수 $ A $ 는 $33$이다.",$33$,111.수학 과목 문제생성 데이터,validation
00042_22691,M2_1_01_00042_22691_A.png,"$ 0.7 \\dot{2}=\\frac{65}{90}=\\frac{13}{18}=\\frac{13}{2 \\times 3^{2}} $ 이므로 어떤 자연수는 $ 3^{2}=9 $ 의 배수이어야 한다. 따라서 $9$ 의 배수 중 두 자리의 자연수는 $ 18,27,36,45,54,63,72,81,90,99 $ 의 $10$ 개이다.",$10$개,111.수학 과목 문제생성 데이터,validation
00042_22695,M2_1_01_00042_22695_A.png,$ 0.16\\dot{7}=\\frac{167-16}{900}=\\frac{151}{900} $ 이므로 (분자) $ =151 $ $ 0 . \\dot{4} \\dot{7}=\\frac{47}{99} $이므로 (분모) $ =99 $ 따라서 처음 기약분수는 $ \\frac{151}{99}=1.\\dot{5}\\dot{2} $,$ 1.\\dot{5}\\dot{2} $,111.수학 과목 문제생성 데이터,validation
00042_22711,M2_1_01_00042_22711_A.png,"정수가 아닌 유리수는 $ -4.5,2 . \\dot{7} 3, \\frac{1}{2 \\times 3 \\times 5}, \\frac{5}{99} $ 의 $4$ 개이다.",$4$개,111.수학 과목 문제생성 데이터,validation
00043_25704,M2_1_01_00043_25704_A.png,"분수를 소수로 나타냈을 때 유한소수가 되는 분수의 형태는 $ \\frac{1}{2^{a} \\times 5^{b}} $ 의 꼴이다. (i) $ 5^{b}=1 $ 일 때, 즉 $ \\frac{1}{2^{a}} $ 꼴이면 $ \\frac{1}{2}, \\frac{1}{2^{2}}, \\frac{1}{2^{3}}, \\frac{1}{2^{4}}, \\frac{1}{2^{5}}, \\frac{1}{2^{6}} \\rightarrow 6 $ 개 (ii) $ b=1 $ 일 때, 즉 $ \\frac{1}{2^{a} \\times 5} $ 꼴이면 $ \\frac{1}{5}, \\frac{1}{2 \\times 5}, \\frac{1}{2^{2} \\times 5}, \\frac{1}{2^{3} \\times 5}, \\frac{1}{2^{4} \\times 5} \\rightarrow 5 $ 개 (iii) $ b=2 $ 일 때, 즉 $ \\frac{1}{2^{a} \\times 5^{2}} $ 꼴이면 $ \\frac{1}{5^{2}}, \\frac{1}{2 \\times 5^{2}}, \\frac{1}{2^{2} \\times 5^{2}} \\rightarrow 3 $ 개 (i ) (iii)에 의해 주어진 분수 중 유한소수의 개수는 $ 6+5+3=14 $ (개) 따라서 순환소수는 $ 99-14=85 $ (개)",$85$개,111.수학 과목 문제생성 데이터,validation
00043_25706,M2_1_01_00043_25706_A.png,\\begin{array}{l} 1000 x=1471.7171 \\ldots \\ldots ㉠\\\\ 10 x=14.717171 \\ldots \\ldots ㉡\\\\ \\text { ㉠ }- \\text { ㉡ 을 하면 } \\\\ 990 x=1457 \\\\ \\therefore x=\\frac{1457}{990} \\\\ \\therefore \\text { (가) }+(\\text { 나 })+(\\text { 다 })=2000 \\end{array} \\),① $ 1.4\\dot{7}\\dot{1} $ 을 $ x $ 라 하면 $ x=1.4717171 \\ldots $ \\(,111.수학 과목 문제생성 데이터,validation
00043_26682,M2_1_01_00043_26682_A.png,"선수 $ A, B, C $ 의 $ \\frac{\\text { (안타 수) }}{\\text { (타수) }} $ 는 다음과 같다. 선수 $ A: \\frac{144}{450}=\\frac{8}{25}=\\frac{8}{5^{2}} $ 선수 $ B: \\frac{175}{440}=\\frac{35}{88}=\\frac{35}{2^{3} \\times 11} $ 선수 C : $ \\frac{156}{480}=\\frac{13}{40}=\\frac{13}{2^{3} \\times 5} $ 따라서 구하는 선수는 $ A ,C$이다.","$A,C$",111.수학 과목 문제생성 데이터,validation
00043_26705,M2_1_01_00043_26705_A.png,①  $ \\frac{2}{9}=0.222 \\ldots \\rightarrow 2 $ ② $ \\frac{5}{11}=0.454545 \\ldots \\rightarrow 45 $ ③ $ \\frac{7}{12}=0.58333 \\ldots \\rightarrow 3 $ ④ $ \\frac{9}{13}=0.692307692307 \\ldots \\rightarrow 692307 $ ⑤ $ \\frac{5}{6}=0.8333 \\ldots \\rightarrow 3 $,④,111.수학 과목 문제생성 데이터,validation
00043_26784,M2_1_01_00043_26784_A.png,② $3.173173…=3.\\dot17\\dot3$ ③ $6.030303…=6.\\dot0\\dot3$,"②, ③",111.수학 과목 문제생성 데이터,validation
00043_26803,M2_1_01_00043_26803_A.png,$ 0 . \\dot{4}=\\frac{4}{9} $ 이므로 $ f(0 . \\dot{4})=f\\left(\\frac{4}{9}\\right)=\\frac{1-\\frac{4}{9}}{1+\\frac{4}{9}}=\\frac{5}{13} $ $ \\therefore f(f(0 . \\dot{4}))=f\\left(\\frac{5}{13}\\right) $ $ =\\frac{1-\\frac{5}{13}}{1+\\frac{5}{13}}=\\frac{4}{9} $ 따라서 $ f(f(0 . \\dot{4}))=\\frac{4}{9}=\\frac{a}{9} $ 이므로 $ a=4 $,$4$,111.수학 과목 문제생성 데이터,validation
00043_26804,M2_1_01_00043_26804_A.png,6$a$=$0.69$이므로 6$a$=6999$\\therefore a$=23198=0.1161616…=0.116따라서 a의 순환마디는 16이다.,$16$,111.수학 과목 문제생성 데이터,validation
00043_26816,M2_1_01_00043_26816_A.png,"유리수 $ \\frac{1}{n} $ 을 소수로 나타냈을 때 유한소수가 되려면 분모인 $ n $ 의 소인수가 $2$ 나 $5$ 뿐이어야 한다. (i) 소인수가 2뿐인 경우: $ n=16,32,64 $ (ii) 소인수가 5 뿐인 경우 : $ n=25 $ (iii) 소인수가 2,5 모두 있는 경우: $ n=20,40,50,80 $ (i ), (ii ), (iii)에 의해 유리수 $ \\frac{1}{n} $ 이 유한소수가 되는 경우는 $8$ 개이고, 나머지 $89-8=81$(개)는 순환소수가 된다. \\[ \\begin{array}{l} \\therefore a=8, b=81 \\\\ \\therefore \\frac{3 a}{100 b}=\\frac{24}{8100}=\\frac{8}{2700}=0.0029 \\dot{6} \\end{array} \\] $ 28 \\div 3=9 \\cdots 1 $ 이므로 소수점 아래 셋째 자리부터 소수점 아래 30 번째 자리까지 $ 2,9,6 $ 이 $9$ 번 나타나고 $2$ 가 $1$ 번 더 나타나므로 숫자들의 합은 $ (2+9+6) \\times 9+2=155 $ 이다.",155,111.수학 과목 문제생성 데이터,validation
00043_26818,M2_1_01_00043_26818_A.png,"$ \\frac{a}{b} $ 가 무한소수이려면 $ b $ 의 값은 $ 3,6,7 $ 중 하나이어야 한다. (i) $ b=3 $ 일 때, $ a=4,5,7 $ (ii) $ b=6 $ 일 때, $ a=4,5,7 $ (iii) $ b=7 $ 일 때, $ a=3,4,5,6 $ 따라서 순서쌍 $ (a, b) $ 의 개수는 $ 3+3+4=10 $ (개)이다.",$10$개,111.수학 과목 문제생성 데이터,validation
00043_26875,M2_1_01_00043_26875_A.png,"ㄱ. $ \\frac{3}{18}=\\frac{1}{6}=\\frac{1}{2 \\times 3} \\leftarrow $ 무한소수 ㄴ. $ \\frac{15}{60}=\\frac{1}{4}=\\frac{1}{2^{2}} \\leftarrow $ 유한소수 ㄷ. $ \\frac{27}{2 \\times 3^{3} \\times 5}=\\frac{3^{3}}{2 \\times 3^{3} \\times 5}=\\frac{1}{2 \\times 5} \\leftarrow $ 유한소수 ㄹ. $ \\frac{18}{2^{2} \\times 3 \\times 5}=\\frac{2 \\times 3^{2}}{2^{2} \\times 3 \\times 5}=\\frac{3}{2 \\times 5} \\leftarrow $ 유한소수 ㅁ. $ \\frac{11}{210}=\\frac{11}{2 \\times 3 \\times 5 \\times 7} \\leftarrow $ 무한소수 따라서 유한소수인 것은 ㄴ, ㄷ, ㄹ이다.","ㄴ, ㄷ, ㄹ",111.수학 과목 문제생성 데이터,validation
00043_26886,M2_1_01_00043_26886_A.png,"$ \\frac{x}{45}=\\frac{x}{3^{2} \\times 5} $ 가 유한소수가 되려면 분모의 $ 3^{2} $ 이 약분되어야 하므로 $ x $ 는 $ 3^{2}=9 $ 의 배수이다. \\( x=36 \\) 또, $ \\frac{x}{45}=\\frac{36}{45}=\\frac{4}{5}=\\frac{4}{y} $ 이므로 $ y=5 $ \\( \\therefore x+y=36+5=41 \\)",③,111.수학 과목 문제생성 데이터,validation
00043_26889,M2_1_01_00043_26889_A.png,"(ⅰ) $ \\frac{7 a}{60}=\\frac{7 a}{2^{2} \\times 3 \\times 5} $ 를 유한소수로 나타낼 수 있으려면 분모의 $3$이 약분되어야 한다. 즉, a는 $3$의 배수가 되어야 한다. (ⅱ) $ \\frac{a}{90}=\\frac{a}{2 \\times 3^{2} \\times 5} $ 를 유한소수로 나타낼 수 있으려면 분모의 $32$이 약분되어야 한다. 즉, a는 $3^2=9$의 배수가 되어야 한다. 따라서 (ⅰ), (ⅱ)를 모두 만족하는 자연수 a는 $9$의 배수이어야 하고, 그중에서 구하는 값은 가장 작은 두 자리 자연수이므로 $18$이다.",④,111.수학 과목 문제생성 데이터,validation
00043_26895,M2_1_01_00043_26895_A.png,$\\frac{10}{11}=0.90909…$이므로 순환마디는 $90$이다.,⑤,111.수학 과목 문제생성 데이터,validation
00043_26901,M2_1_01_00043_26901_A.png,\\( \\frac{7}{12}=0.58333 \\ldots=0.58 \\dot{3} \\),(2),111.수학 과목 문제생성 데이터,validation
00043_26919,M2_1_01_00043_26919_A.png,"먼저 잘못 본 것을 식으로 나타내고 잘 본 것을 구한다. $ 0.15 \\dot{8}=\\frac{158-15}{900}=\\frac{143}{900} $이므로 분자로 옳은 것은 $143$이다. 또, $ 0.4 \\dot{7}=\\frac{47-4}{90}=\\frac{43}{90} $이므로 분모로 옳은 것은 $90$이다. 따라서 원래 분수인 $ \\frac{143}{90} $을 순환소수로 나타내면 $ \\frac{143}{90}=1.5 \\dot{8} $",$ 1.5 \\dot{8} \\\\ $,111.수학 과목 문제생성 데이터,validation
00043_26920,M2_1_01_00043_26920_A.png,"서로 다른 세 자연수 $ a, b, c $ 에 대하여 $ [a, b, c] $ 를 $ [a, b, c]=\\frac{a}{10}+\\frac{b}{90}+\\frac{c}{900} $ 로 하였으므로 \\[ \\begin{array}{l} {[9,1,5]=\\frac{9}{10}+\\frac{1}{90}+\\frac{5}{900}=\\frac{825}{900}} \\\\ =825 \\times \\frac{1}{900}=825 \\times  0.00 \\dot1 \\\\ \\therefore s= 0.00 \\dot1 \\end{array} \\]",$ 0.00 \\dot1 $,111.수학 과목 문제생성 데이터,validation
00043_26931,M2_1_01_00043_26931_A.png,"두 순환소수 $ 0 . \\dot{a} \\dot{b}, 0 . \\dot{b} \\dot{a} $ 의 합이 $ 0 . \\dot{4}=\\frac{4}{9} $ 이므로 \\(\\begin{array}{l} \\text \\ 0. \\dot{a} \\dot{b}+0 .\\dot{b} \\dot{a} \\\\ =\\frac{10 a+b}{99}+\\frac{10 b+a}{99} \\\\ =\\frac{11(a+b)}{99}=\\frac{a+b}{9}=\\frac{4}{9} \\\\ \\therefore a+b=4 \\end{array}\\) 그런데 $ a, b $ 는 $ a>b $ 인 자연수이므로 $ a=3, b=1 $ \\(\\begin{array}{l} \\therefore 0 . \\dot{a} \\dot{b}-0 . \\dot{b} \\dot{a}=0 . \\dot{3} \\dot{1}-0 . \\dot{1} \\dot{3} \\\\ =\\frac{31}{99}-\\frac{13}{99}=\\frac{18}{99}=\\frac{2}{11} \\end{array}\\)",④,111.수학 과목 문제생성 데이터,validation
00043_26939,M2_1_01_00043_26939_A.png,$ \\frac{15}{12}=\\frac{3 \\times 5}{2^{2} \\times 3}=\\frac{5}{2^{2}} \\Rightarrow $ 유한소수 $ \\frac{10}{14}=\\frac{5}{7} \\Rightarrow $ 무한소수 $ \\frac{21}{35}=\\frac{3 \\times 7}{5 \\times 7}=\\frac{3}{5} \\Rightarrow $ 유한소수 $ \\frac{23}{50}=\\frac{23}{2 \\times 5^{2}} \\Rightarrow $ 유한소수 $ \\frac{6}{45}=\\frac{2 \\times 3}{3^{2} \\times 5}=\\frac{2}{3 \\times 5} \\Rightarrow $ 무한소수 $ \\frac{11}{128}=\\frac{11}{2^{7}} \\Rightarrow $ 유한소수 $ \\therefore 4 $ 개,(4),111.수학 과목 문제생성 데이터,validation
00043_26961,M2_1_01_00043_26961_A.png,$ \\frac{5}{33}=0.151515 \\ldots=0.\\dot{1}\\dot{5}$,(3),111.수학 과목 문제생성 데이터,validation
00043_26994,M2_1_01_00043_26994_A.png,"$ 0 . \\dot{a} b \\dot{c}=\\frac{100 a+10 b+c}{999} $, $ 0 . \\dot{c} b \\dot{a}=\\frac{100 c+10 b+a}{999} $ 에서 $ 0 . \\dot{a} b \\dot{c}-0 . \\dot{c} b \\dot{a} $ $ =\\frac{100 a+10 b+c}{999} $ $ -\\frac{100 c+10 b+a}{999} $ $ =\\frac{99(a-c)}{999}=\\frac{11(a-c)}{111} $ $ \\therefore \\frac{11(a-c)}{111}=\\frac{792}{999}=\\frac{88}{111} $ $ =\\frac{11 \\times 8}{111} $ 에서 $ a-c=8 $ $ \\therefore a=9, c=1,1<b<9 $ 에서 두 순환소수의 합이 가장 작을 때의 $ b $ 의 값은 2 이고, 합이 가장 클 때의 $ b $ 의 값은 8 i) $ a=9, b=2, c=1 $ 일 때, $ 0 . \\dot{a} b\\dot {c}=0 . \\dot{9} 2 \\dot{1}, 0 . \\dot{c} b \\dot{a}=0.\\dot{1}2 \\dot{9} $ $ m=0 . \\dot{a} b \\dot{c}+0 . \\dot{c} b\\dot{ a} $ $ =0.\\dot{9}2\\dot{1}+0 . \\dot{1} 2 \\dot{9} $ $ =\\frac{921}{999}+\\frac{129}{999}=\\frac{1050}{999} $ ii) $ a=9, b=8, c=1 $ 일 때, $ 0 . \\dot{a} b \\dot{c}=0 . \\dot{9} 8\\dot {1}, 0 . \\dot{c} b \\dot{a}=0.\\dot{1}8 \\dot{9} $ $ =\\frac{981}{999}+\\frac{189}{999}=\\frac{1170}{999} $ 따라서 $ \\frac{m}{M}=\\frac{1050}{999} \\div \\frac{1170}{999} $ $ =\\frac{1050}{999} \\times \\frac{999}{1170} $ $ =\\frac{105}{117}=\\frac{35}{39}=0 . \\dot{8} 9743 \\dot{5} $",$ 0 . \\dot{8} 9743 \\dot{5} $,111.수학 과목 문제생성 데이터,validation
