question_id,question_filename,question_grade,question_term,question_unit,question_topic,question_topic_name,question_type1,question_type2,question_condition,question_step,question_sector1,question_sector2,question_difficulty,question_contents,figure_text,question_text,source,label
00043_26889,M2_1_01_00043_26889.png,M2,1,01,8101005,유한소수가 되도록 하는 미지수의 값 구하기(2)-두 분수,선택형,2,0,기본,이해,수와 연산,2,0,,"두 분수 $ \\frac{7 a}{60} $ 와 $ \\frac{a}{90} $ 를 유한소수로 나타낼 수 있을 때, 이를 만족하는 가장 작은 두 자리 자연수 $ a $ 의 값은? ①$12$ ②$14$ ③$16$ ④$18$ ⑤$20$",111.수학 과목 문제생성 데이터,validation
00043_26895,M2_1_01_00043_26895.png,M2,1,01,8101010,순환마디 구하기,선택형,2,0,기본,계산,수와 연산,2,0,,"유리수 $ \\frac{10}{11} $을 소수로 나타냈을 때, 순환마디로 옳은 것은?  ①$0$ ②$9$ ③$09$ ④$11$ ⑤$90$",111.수학 과목 문제생성 데이터,validation
00043_26901,M2_1_01_00043_26901.png,M2,1,01,8101011,순환소수의 표현,선택형,2,0,기본,계산,수와 연산,2,0,,$ \\frac{7}{12} $ 을 순환소수로 바르게 나타낸 것은? (1) $ 0.5 \\dot{8} $ (2) $ 0.58 \\dot{3} $ (3) $ 0.5 \\dot{8} \\dot{3} $ (4) $ 0 . \\dot{5} 8 \\dot{3} $ (5) $ 0 . \\dot{5} \\dot{8} 3 $,111.수학 과목 문제생성 데이터,validation
00043_26919,M2_1_01_00043_26919.png,M2,1,01,8101021,순환소수로 잘못 나타낸 기약분수,단답형,2,0,기본,문제해결,수와 연산,2,0,,"어떤 기약분수를 소수로 나타내는데 윤주는 분모를 잘못 보아  $ 0.15 \\dot{8} $로 나타내고, 보경이는 분자를 잘 못 보아  $ 0.4 \\dot{7}$ 로 나타내었다. 원래 분수를 순환소수로 나타내어라.",111.수학 과목 문제생성 데이터,validation
00043_26920,M2_1_01_00043_26920.png,M2,1,01,8101023,순환소수의 응용,단답형,2,0,기본,문제해결,수와 연산,2,0,,"서로 다른 세 자연수 $ a, b, c $ 에 대하여 $ [a, b, c] $ 를 $ [a, b, c]=\\frac{a}{10}+\\frac{b}{90}+\\frac{c}{900} $ 로 할 때, $ [9,1,5]=825 \\times s $로 나타내어진다. 이때, $s$의 값을 순환소수로 나타내어라.",111.수학 과목 문제생성 데이터,validation
00043_26931,M2_1_01_00043_26931.png,M2,1,01,8101020,순환소수를 포함한 식의 계산,선택형,2,0,기본,이해,수와 연산,1,0,,"$a,b$가 $a>b$인 한 자리 자연수일 때, 두 순환소수 $ 0 . \\dot{a} \\dot{b}, 0 . \\dot{b} \\dot{a} $의 합이 $ 0.\\dot{4} $라고 한다. 두 순환소수의 차를 기약분수로 나타내면? ① $ \\frac{1}{5} $ ② $ \\frac{1}{10} $ ③ $ \\frac{1}{11} $ ④ $ \\frac{2}{11} $ ⑤ $ \\frac{3}{11} $",111.수학 과목 문제생성 데이터,validation
00043_26939,M2_1_01_00043_26939.png,M2,1,01,8101003,유한소수로 나타낼수 있는 분수 찾기,선택형,1,0,기본,이해,수와 연산,2,0,,"다음 분수 중 유한소수는 몇 개인가?$ \\frac{15}{12}, \\frac{10}{14}, \\frac{21}{35}, \\frac{23}{50}, \\frac{6}{45}, \\frac{11}{128} $ ①$1$개 ②$2$개 ③$3$개 ④$4$개 ⑤$5$개",111.수학 과목 문제생성 데이터,validation
00043_26961,M2_1_01_00043_26961.png,M2,1,01,8101010,순환마디 구하기,선택형,2,0,기본,계산,수와 연산,2,0,,"$\\frac{5}{33}$를 순환소수로 나타낼 때, 순환마디를 구하면? ①$5$ ②$10$ ③$15$ ④$20$ ⑤$25$",111.수학 과목 문제생성 데이터,validation
00043_26994,M2_1_01_00043_26994.png,M2,1,01,8101020,순환소수를 포함한 식의 계산,단답형,2,0,기본,문제해결,수와 연산,1,0,,"$ a, b, c $가 $ c<b<a $인 한 자리 자연수이고, 순환소수 $ 0 . \\dot{a} b \\dot{c} $ 와 $ 0 . \\dot{c} b \\dot{a} $ 의 차가 $ 0 . \\dot{7} 9 \\dot{2} $라 하자. 두 순환소수의 합 중에서 가장 작은 수를 $m$, 가장 큰 수를 $M$이라 할 때, $ \\frac{m}{M} $의 값을 순환소수로 나타내어라.",111.수학 과목 문제생성 데이터,validation
00041_35823,M2_1_02_00041_35823.png,M2,1,02,8102001,지수법칙(1)- a^m×a^n=a^m+n,단답형,1,0,기본,이해,수와 연산,2,0,,다음 $\\square$ 안에 알맞은 식이나 수를 써넣어라. $x^{2} \\times y \\times x^{3} \\times y^{2}$ $=(x \\times x) \\times(\\square) \\times y \\times(\\square)$ $=x^\\square y ^\\square$,111.수학 과목 문제생성 데이터,validation
00041_35830,M2_1_02_00041_35830.png,M2,1,02,8102002,지수법칙(2)- (am)^n =a^mn,단답형,1,0,기본,이해,수와 연산,3,0,,다음 $\\square$ 안에 알맞은 수를 써넣어라. \\[ \\left[a^{2}\\right]^{3}=a^{2} \\times a^{2} \\times a^{2}=a^{2+2+2}=a^{2 \\times \\square}=a^ \\square \\],111.수학 과목 문제생성 데이터,validation
00041_35838,M2_1_02_00041_35838.png,M2,1,02,8102016,지수법칙의 응용,단답형,1,0,기본,추론,수와 연산,2,0,,"다음은 밑이 $2$이고, 지수가 $3$의 배수인 수들이다. 이들 중 일의 자리의 숫자가 $6$인 것은 모두 몇 개인가?$ 2^{3}, 2^{6}, 2^{9}, \\ldots, 2^{30} $",111.수학 과목 문제생성 데이터,validation
00041_35840,M2_1_02_00041_35840.png,M2,1,02,8102008,밑이 문자인 경우 미지수 구하기,단답형,1,0,기본,계산,수와 연산,2,0,,다음에서 A의 값을 구하여라 $ \\left[x^{A}\\right]^{3} \\div\\left[x^{2}\\right]^{2}=x^{3 A} \\div x^{4}=x^{3 A-4}=x^{2} $,111.수학 과목 문제생성 데이터,validation
00041_35853,M2_1_02_00041_35853.png,M2,1,02,8102022,등식이 성립하는 식 구하기,단답형,2,0,기본,계산,수와 연산,2,0,,"$ A \\div \\frac{3}{8} x y^{3}=\\frac{2 y}{3 x^{2}} $ 일 때, $ A $ 에 알맞은 식을 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_35854,M2_1_02_00041_35854.png,M2,1,02,8102022,등식이 성립하는 식 구하기,단답형,2,0,기본,계산,수와 연산,2,0,,"$ 4 a b \\div A \\div 2 a^{2} b=\\frac{2}{a^{3} b^{4}} $ 일 때, $ A $ 에 알맞은 식을 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_35856,M2_1_02_00041_35856.png,M2,1,02,8102022,등식이 성립하는 식 구하기,단답형,2,0,기본,계산,수와 연산,2,0,,"$ \\left[-2 a^{2} b\\right]^{2} \\div A=-2 a^{3} b $ 일 때, $ A $ 에 알맞은 식을 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_35869,M2_1_02_00041_35869.png,M2,1,02,8102028,등식이 성립하는 식 구하기,단답형,2,0,기본,계산,수와 연산,2,0,,"다항식 $A$에 대하여 $ A-(2 x-y+2 A]=2 x-y $일 때, 다항식 $A$를 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_35872,M2_1_02_00041_35872.png,M2,1,02,8102029,다항식의 덧셈과 뺄셈의 활용,단답형,1,0,기본,이해,수와 연산,2,0,,"가로의 길이가 $ \\frac{a+1}{3} $ 인 직사각형의 둘레의 길이가 $ 3 a+1 $ 일 때, $ ( $ 세로의 길이 $ )=\\frac{(\\text { 직사각형의 둘레의 길이 })}{2}-( $ 가로의 길이 $ ) $ 임을 이용하여 세로의 길이를 구하는 과정이다. ㉠, ㉡에 알맞은 식을 구하여라. \\[ \\frac{3 a+1}{2}-\\frac{a+1}{3}=\\frac{[9 a+3]-[㉠]}{6}=\\frac{\\text { ㉡ }}{6} \\]",111.수학 과목 문제생성 데이터,validation
00041_35873,M2_1_02_00041_35873.png,M2,1,02,8102029,다항식의 덧셈과 뺄셈의 활용,단답형,1,0,기본,계산,수와 연산,2,0,,"가로의 길이가 $ \\frac{a+2}{3} $, 세로의 길이가 $ \\frac{a-4}{2} $ 인 직사각형의 둘레의 길이를 구하는 과정이다. ( ) 안에 알맞은 다항식을 써넣어라. $ \\begin{array}{l}2\\left(\\frac{a+2}{3}+\\frac{a-4}{2}\\right)=\\frac{2 a+4}{3}+(a-4) \\\\ =\\frac{(2 a+4)+()}{3}=\\frac{5 a-8}{3}\\end{array} $",111.수학 과목 문제생성 데이터,validation
00041_40010,M2_1_02_00041_40010.png,M2,1,02,8102010,밑이 다른 경우 미지수 구하기,선택형,2,0,기본,계산,수와 연산,2,0,,"$ 5^{7} \\div 5^{x}=\\frac{1}{125} $ 일 때, $ x $ 의 값은?①$2$ ②$3 ③4$ ④$10$ ⑤$12$",111.수학 과목 문제생성 데이터,validation
00041_40022,M2_1_02_00041_40022.png,M2,1,02,8102014,an=A일 때 bm을 A를 사용하여 나타내기,단답형,2,0,기본,이해,수와 연산,1,0,,"$ 2^{2}=a $ 일 때, $ 16^{2} \\div 2^{3} \\div \\frac{1}{4^{5}} \\times 8^{3} $ 을 $ a $ 를 써서 나타내어라.",111.수학 과목 문제생성 데이터,validation
00041_40028,M2_1_02_00041_40028.png,M2,1,02,8102022,등식이 성립하는 식 구하기,선택형,2,0,기본,계산,수와 연산,2,0,,"$ \\left(-12 x y^{2}\\right) \\div A \\times 3 x^{2}=-6 x^{2} y $ 일 때, $ A $ 에 알맞은 식은? ① $ 6 x y $ ② $ -6 x y $ ③ $ 36 x y^{2} $ ④ $ -\\frac{4}{3} x y $ ⑤ $ \\frac{4}{3} x^{2} y $",111.수학 과목 문제생성 데이터,validation
00041_40029,M2_1_02_00041_40029.png,M2,1,02,8102021,단항식의 계산에서 미지수 구하기,단답형,2,0,기본,계산,수와 연산,2,0,,"$(x^2y) ^3 \\div (\\frac{x^2}{y})^a \\times x^2 \\times y$=$x^2 y^7$일 때, $a$의 값을 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_40045,M2_1_02_00041_40045.png,M2,1,02,8102025,도형에서 단항식의 나눗셈의 활용,단답형,1,0,기본,이해,수와 연산,2,0,밑면 반지름의 길이에 수직인 직선의 길이가 a의 15배인 원뿔의 겨냥도,"다음 그림과 같이 부피가 $ 125 a^{3} \\pi $인 원뿔의 높이가 $15a$일 때, 이 원뿔의 밑면인 원의 반지름의 길이를 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_40057,M2_1_02_00041_40057.png,M2,1,02,8102008,밑이 문자인 경우 미지수 구하기,단답형,1,0,기본,이해,수와 연산,2,0,,"다음 각 식을 만족하는 $ a, b $ 에 대하여 $ a+b $ 의 값을 구하여라.  $ \\left[x^{a}\\right]^{2} \\times x^{5}=x^{17},\\left[y^{3}\\right]^{2} \\times y^{b}=y^{10} $",111.수학 과목 문제생성 데이터,validation
00041_40070,M2_1_02_00041_40070.png,M2,1,02,8102016,지수법칙의 응용,단답형,2,0,기본,계산,수와 연산,2,0,,"$ n $ 이 $1$ 보다 큰 자연수일 때, $ 5^{n+1}\\left[2^{n}+2^{n}\\right] $ 을 간단히 하여라.",111.수학 과목 문제생성 데이터,validation
00041_40078,M2_1_02_00041_40078.png,M2,1,02,8102020,단항식의 곱셈과 나눗셈의 혼합 계산,단답형,2,0,기본,계산,수와 연산,2,0,,다음 식을 간단히 하여라. (1) $ 3 a^{2} b^{5} \\times[3 a b]^{3} \\div\\left(3 a^{2} b^{3}\\right]^{2} $ (2) $ 8 x y^{5} \\div\\left[-2 x^{4} y^{3}\\right] \\times[-2 x y]^{2} $,111.수학 과목 문제생성 데이터,validation
00041_40085,M2_1_02_00041_40085.png,M2,1,02,8102021,단항식의 계산에서 미지수 구하기,단답형,1,0,기본,이해,수와 연산,2,0,,"다음 각 식을 만족하는 $ a, b $ 에 대하여 $  a‒b$ 의 값을 구하여라.  $ \\begin{array}{l}8 x^{7} y^{5} \\div\\left(4 x^{a}\\right)^{2} \\times 6 x y^{4}=3 x^{2} y^{9}, \\\\ \\left(2 x^{2} y^{3}\\right)^{b} \\div 2 x y^{2}=2 x^{3} y^{4}\\end{array} $",111.수학 과목 문제생성 데이터,validation
