question_id,answer_filename,answer_text,answer_correct,source,label
00041_40915,M3_1_01_00041_40915_A.png,"$ \\sqrt{1188}=\\sqrt{2^{2} \\times 3^{2} \\times 33}=6 \\sqrt{33}=6 \\times 5.745=34.47 \\\\ $ $ a>0, b>0 $ 일 때, $ \\sqrt{a^{2} b}=a \\sqrt{b} $ 이다.",④,111.수학 과목 문제생성 데이터,validation
00041_40936,M3_1_01_00041_40936_A.png,"넓이가 $ 0.473 \\mathrm{m^2} $인 정사각형의 한 변의 길이는 $ \\sqrt{0.473} \\mathrm{m} $이므로 $ \\sqrt{0.473}=\\sqrt{\\frac{47.3}{100}}=\\frac{\\sqrt{47.3}}{10}=\\frac{6.877}{10}=0.6877(\\mathrm{m}) $ $ a $가 제곱근표에 있는 수일 때, $ 0 $과 $ 1 $사이에 있는 수의 제곱근은 $ \\sqrt{\\frac{a}{100}}=\\frac{\\sqrt{a}}{10} , \\sqrt{\\frac{a}{10000}}=\\frac{\\sqrt{a}}{100} $임을 이용한다.",$ 0.6877 \\mathrm{~m} $,111.수학 과목 문제생성 데이터,validation
00041_40963,M3_1_01_00041_40963_A.png,"$  \\\\ x=\\frac{\\sqrt{2}-1}{\\sqrt{2}+1}=\\frac{[\\sqrt{2}-1)^{2}}{[\\sqrt{2}+1)(\\sqrt{2}-1)}=\\frac{2-2 \\sqrt{2}+1}{2-1}=3-2 \\sqrt{2} \\\\ \\frac{1}{x}=\\frac{1}{3-2 \\sqrt{2}}=\\frac{3+2 \\sqrt{2}}{(3-2 \\sqrt{2})[3+2 \\sqrt{2}]}=3+2 \\sqrt{2} \\\\ \\therefore x+\\frac{1}{x}=3-2 \\sqrt{2}+3+2 \\sqrt{2}=6 \\\\ x-\\frac{1}{x}=3-2 \\sqrt{2}-(3+2 \\sqrt{2}] \\\\ =3-2 \\sqrt{2}-3-2 \\sqrt{2} \\\\ =-4 \\sqrt{2} \\\\$ $ x, \\frac{1}{x} $ 을 각각 유리화한다.","$ x+\\frac{1}{x}=6, x-\\frac{1}{x}=-4 \\sqrt{2}$ ",111.수학 과목 문제생성 데이터,validation
00041_45057,M3_1_01_00041_45057_A.png,"①$\\sqrt{2} \\times \\sqrt{2}$=$\\sqrt{4}$=$2$ ③ $\\sqrt{2} \\times \\sqrt{8}$=$\\sqrt{16}$=$4$ ④ $\\sqrt{3} \\times \\sqrt{11}$=$\\sqrt{33}$ $a$>$0,b$>$0$일 때, $\\sqrt{a} \\times \\sqrt{b}$=$\\sqrt{ab}$","②, ⑤",111.수학 과목 문제생성 데이터,validation
00041_45074,M3_1_01_00041_45074_A.png,"$ \\frac{2-\\sqrt{2}}{\\sqrt{2}}=\\frac{(2-\\sqrt{2}) \\sqrt{2}}{\\sqrt{2} \\sqrt{2}}=\\frac{2 \\sqrt{2}-2}{2}=\\frac{2(\\sqrt{2}-1)}{2}=\\sqrt{2}-1 $  $ b>0 $ 일 때, $ \\frac{a}{\\sqrt{b}}=\\frac{a \\sqrt{b}}{\\sqrt{b} \\sqrt{b}}=\\frac{a \\sqrt{b}}{b} $ 이다.",㉠ $ \\sqrt{2} $ ㉡ $ \\sqrt{2} $ ㉢ $ \\sqrt{2}-1 $,111.수학 과목 문제생성 데이터,validation
00041_45078,M3_1_01_00041_45078_A.png,"(1) $\\sqrt2‒6\\sqrt3+3\\sqrt2‒4\\sqrt3=(1+3)\\sqrt2+[‒6‒4]\\sqrt3=4\\sqrt2‒10\\sqrt3$(2)$ 5\\sqrt2+3\\sqrt2‒\\sqrt6+2\\sqrt6=[5+3]\\sqrt2+[‒1+2]\\sqrt6=8\\sqrt2+\\sqrt6$ $a$, $b$는 유리수, $\\sqrt x$는 무리수일 때, $a\\sqrt x+b\\sqrt x=[a+b]\\sqrt x, a\\sqrt x‒b\\sqrt x=[a‒b]\\sqrt x$이다.",(1) $4\\sqrt2‒10\\sqrt3$ (2) $8\\sqrt2+\\sqrt6$,111.수학 과목 문제생성 데이터,validation
00041_45083,M3_1_01_00041_45083_A.png,"$ \\sqrt{98}-\\sqrt{72}-\\sqrt{8}   =\\sqrt{7^{2} \\times 2}-\\sqrt{6^{2} \\times 2}-\\sqrt{2^{2} \\times 2}   =7 \\sqrt{2}-6 \\sqrt{2}-2 \\sqrt{2}   =-\\sqrt{2} $ $ a>0, b>0 $ 일 때, $ \\sqrt{a^{2} b}=a \\sqrt{b} $ 임을 이용하고 무리수 부분이 같은 수끼리 간단히 한다.",②,111.수학 과목 문제생성 데이터,validation
00041_45086,M3_1_01_00041_45086_A.png,"\\[ \\begin{array}{l} \\sqrt{27}-\\frac{12}{\\sqrt{3}}-\\frac{4}{\\sqrt{8}}+\\sqrt{72} \\\\ =3 \\sqrt{3}-\\frac{12 \\sqrt{3}}{\\sqrt{3} \\sqrt{3}}-\\frac{4 \\sqrt{2}}{2 \\sqrt{2} \\sqrt{2}}+6 \\sqrt{2} \\\\ =3 \\sqrt{3}-4 \\sqrt{3}-\\sqrt{2}+6 \\sqrt{2} \\\\ =5 \\sqrt{2}-\\sqrt{3} \\end{array} \\]    $ a>0, b>0 $ 일 때, $ \\sqrt{a^{2} b}=a \\sqrt{b}, \\frac{\\sqrt{a}}{\\sqrt{b}}=\\frac{\\sqrt{a} \\sqrt{b}}{\\sqrt{b} \\sqrt{b}}=\\frac{\\sqrt{a b}}{b} $ 임을 이용하여 간단히 한다.",②,111.수학 과목 문제생성 데이터,validation
00041_45099,M3_1_01_00041_45099_A.png,$1.371$ 은 $1.8$의 가로줄과 $8$의 세로줄이 만나는 지점의 수이므로 $ \\sqrt{1.88}=1.371  \\therefore x=1.88 $ $1.371$은 $1.8$의 가로줄과 $8$의 세로줄이 만나는 지점의 수이다.,③,111.수학 과목 문제생성 데이터,validation
00041_45101,M3_1_01_00041_45101_A.png,$ \\sqrt{700}=\\sqrt{10^{2} \\times 7}=10 \\sqrt{7}=10 \\times 2.646=26.46 $ $ \\sqrt{700}=\\sqrt{10^{2} \\times 7}=10 \\sqrt{7} $,①,111.수학 과목 문제생성 데이터,validation
00041_45117,M3_1_01_00041_45117_A.png,"(1) $ 5 \\sqrt{5} \\times 2 \\sqrt{3}=10 \\sqrt{5 \\times 3}=10 \\sqrt{15} \\\\ $ (2) $ 3 \\sqrt{15} \\times 4 \\sqrt{2}=12 \\sqrt{15 \\times 2}=12 \\sqrt{30} \\\\ $    $ a>0, b>0 $ 이고, $ m, n $ 이 유리수일 때, $ m \\sqrt{a} \\times n \\sqrt{b}=m n \\sqrt{a b} $",(1) $ 10 \\sqrt{15} $ (2) $ 12 \\sqrt{30} \\\\ $,111.수학 과목 문제생성 데이터,validation
00041_45121,M3_1_01_00041_45121_A.png,"① \\( \\frac{\\sqrt{36}}{\\sqrt{4}}=\\sqrt{\\frac{36}{4}}=\\sqrt{9}=3 \\) ② \\( \\frac{\\sqrt{10}}{\\sqrt{5}}=\\sqrt{\\frac{10}{5}}=\\sqrt{2} \\) ③ \\( \\frac{3 \\sqrt{6}}{\\sqrt{2}}=3 \\sqrt{\\frac{6}{2}}=3 \\sqrt{3} \\) ④ \\( \\frac{\\sqrt{50}}{\\sqrt{5}}=\\sqrt{\\frac{50}{5}}=\\sqrt{10} \\) ⑤ \\( \\frac{\\sqrt{18}}{\\sqrt{3}}=\\sqrt{\\frac{18}{3}}=\\sqrt{6} \\) \\( a>0, b>0 \\) 일 때, \\( \\frac{\\sqrt{a}}{\\sqrt{b}}=\\sqrt{\\frac{a}{b}} \\)",⑤,111.수학 과목 문제생성 데이터,validation
00041_45128,M3_1_01_00041_45128_A.png,"$ \\frac{\\sqrt{5}}{2 \\sqrt{2}}=\\frac{\\sqrt{5} \\times \\sqrt{2}}{2 \\sqrt{2} \\times \\sqrt{2}}=\\frac{\\sqrt{10}}{4} $  $ b>0 $일 때, $ \\frac{a}{\\sqrt{b}}=\\frac{a \\sqrt{b}}{\\sqrt{b} \\sqrt{b}}=\\frac{a \\sqrt{b}}{b} $",$ \\frac{\\sqrt{10}}{4} $,111.수학 과목 문제생성 데이터,validation
00041_45140,M3_1_01_00041_45140_A.png,$ \\begin{array}{l}x=2 \\sqrt{2} \\text { 일 때 } \\frac{1}{x}=\\frac{1}{2 \\sqrt{2}} \\text { 이므로 } \\\\ x+\\frac{1}{x}=2 \\sqrt{2}+\\frac{1}{2 \\sqrt{2}}=2 \\sqrt{2}+\\frac{\\sqrt{2}}{2 \\sqrt{2} \\sqrt{2}} \\\\ =2 \\sqrt{2}+\\frac{\\sqrt{2}}{4}=\\frac{9}{4} \\sqrt{2}\\end{array} $  $ x=2 \\sqrt{2} $ 일 때 $ \\frac{1}{x}=\\frac{1}{2 \\sqrt{2}} $ 이다.,⑤,111.수학 과목 문제생성 데이터,validation
00041_45142,M3_1_01_00041_45142_A.png,"$ \\begin{array}{l}\\sqrt{2} \\cdot \\sqrt{k}-3 \\sqrt{2}=\\sqrt{k}-3 \\\\ \\sqrt{2} \\cdot \\sqrt{k}-\\sqrt{k}=3 \\sqrt{2}-3 \\\\ (\\sqrt{2}-1) \\sqrt{k}=3(\\sqrt{2}-1) \\\\ \\sqrt{k}=3 \\text { 이므로 } k=9\\end{array} $ $ a>0, b>0 $ 일 때, $ \\sqrt{a} \\times \\sqrt{b}=\\sqrt{a b} $ 이다.",⑤,111.수학 과목 문제생성 데이터,validation
00041_45388,M3_1_01_00041_45388_A.png,$3$의 제곱근은  $ \\pm \\sqrt{3} $이다.  양수 $a$ 의 제곱근은  $ \\pm \\sqrt{a} $이다.,$ \\pm \\sqrt{3} $,111.수학 과목 문제생성 데이터,validation
00041_45394,M3_1_01_00041_45394_A.png,"$ a-b>0 , a b<0 $일 때, $ a>0 , b<0 $이므로 $ -b>0 , 3 a>0   \\begin{array}{l}\\therefore \\sqrt{[a-b]^{2}}+\\sqrt{[-b]^{2}}+\\sqrt{9 a^{2}} \\\\ =a-b-b+3 a \\\\ =4 a-2 b\\end{array} $ $ a-b>0 , a b<0 $일 때, $ a>0 , b<0 $이다.",⑤,111.수학 과목 문제생성 데이터,validation
00041_45415,M3_1_01_00041_45415_A.png,"(5) $ 0 $과 $ 1 $사이에는 정수가 없으므로 서로 다른 두 정수 사이에는 무수히 많은 정수가 있다고 할 수 없다.   서로 다른 두 유리수, 서로 다른 두 무리수 사이에는 무수히 많은 유리수와 무리수가 있다.",(5),111.수학 과목 문제생성 데이터,validation
00041_45630,M3_1_01_00041_45630_A.png,식을 전개한 후 무리수에 곱해진 수가 $0$ 이 되도록 한다.,①  $(\\sqrt{3}-1)(a \\sqrt{3}-4)$  $=3 a-4 \\sqrt{3}-a \\sqrt{3}+4$  $=(3 a+4)-(a+4) \\sqrt{3}$ 이때 무리수에 곱해진 수가 $0$ 이 되어야 하므로 $ a+4=0 $  $\\therefore a=-4$,111.수학 과목 문제생성 데이터,validation
00042_20946,M3_1_01_00042_20946_A.png,$ [x+\\sqrt{2}](x-\\sqrt{2}]=x^{2}-[\\sqrt{2}]^{2}=x^{2}-2 $ $ =[\\sqrt{3}+1]^{2}-2=3+2 \\sqrt{3}+1-2 $ $ =2+2 \\sqrt{3} $ 곱셈 공식을 이용하여 주어진 식을 먼저 전개한다.,⑤,111.수학 과목 문제생성 데이터,validation
00042_20950,M3_1_01_00042_20950_A.png,"$x=\\frac{\\sqrt{3}‒1}{\\sqrt{3}+1}=\\frac{\\left[{\\sqrt{3}‒1}\\right]^2}{\\left[\\sqrt{3}+1\\right]\\left[\\sqrt{3}-1\\right]}$ $=\\frac{4‒2\\sqrt3}{2}=2‒\\sqrt3$ $y=\\frac{\\sqrt{3}+1}{\\sqrt{3}‒1}=\\frac{\\left[{\\sqrt{3}+1}\\right]^2}{\\left[\\sqrt{3}-1\\right]\\left[\\sqrt{3}+1\\right]}$ $=\\frac{4+2\\sqrt3}{2}=2+\\sqrt3 \\therefore x^2+y^2‒xy=\\left[x+y\\right]^2 ‒3xy =\\left[2‒\\sqrt3 +2+\\sqrt3 \\right]^2 ‒3\\left[2 ‒\\sqrt3 \\right] \\left[2+ \\sqrt3 \\right] =16‒3 \\times 1=13$ $x, y$의 분모를 먼저 유리화하여 간단히 한다.",$13$,111.수학 과목 문제생성 데이터,validation
00042_20953,M3_1_01_00042_20953_A.png,"$ x=2-\\sqrt{3} $ 에서 우변의 2 를 좌변으로 이항하면 $ x-2=-\\sqrt{3} $ 양변을 제곱하면 $ (x-2)^{2}=3 $ \\[ \\begin{array}{l} x^{2}-4 x+4=3, \\quad x^{2}-4 x=-1 \\\\ \\therefore x^{2}-4 x+2=-1+2=1 \\end{array} \\] $ x=2-\\sqrt{3} $ 에서 우변의 2 를 좌변으로 이항하여 양변을 제곱한다.",(2),111.수학 과목 문제생성 데이터,validation
00042_21015,M3_1_01_00042_21015_A.png,$ \\sqrt{27+\\frac{1}{25}}=\\sqrt{\\frac{27 \\times 25+1}{25}} \\\\ =\\sqrt{\\frac{(26+1)(26-1)+1}{25}} \\\\ =\\frac{\\sqrt{26^{2}-1^{2}+1}}{\\sqrt{25}} \\\\ =\\frac{\\sqrt{26^{2}}}{\\sqrt{25}} \\\\ =\\frac{26}{5}$ 근호 안의 분모를 통분한 후 $ (a+b)(a-b)=a^{2}-b^{2} $ 임을 이용한다.,$ \\frac{26}{5} $,111.수학 과목 문제생성 데이터,validation
00042_82896,M3_1_01_00042_82896_A.png,$\\frac{1}{(2+\\sqrt{3})^{2}}+\\frac{1}{(2-\\sqrt{3})^{2}}=\\frac{(2-\\sqrt{3})^{2}+(2+\\sqrt{3})^{2}}{(2+\\sqrt{3})^{2}(2-\\sqrt{3})^{2}}$ $=\\frac{(4-4 \\sqrt{3}+3)+(4+4 \\sqrt{3}+3)}{\\{(2+\\sqrt{3})(2-\\sqrt{3})\\}^{2}}$ $=\\frac{14}{\\left\\{2^{2}-(\\sqrt{3})^{2}\\right\\}^{2}}=14$   분모를 통분하여 정리한다.,$14 $,111.수학 과목 문제생성 데이터,validation
00042_82913,M3_1_01_00042_82913_A.png,"$ (\\sqrt{6}-2)^{2}+(3+\\sqrt{6})^{2} \\\\ =6-4 \\sqrt{6}+4+9+6 \\sqrt{6}+6 \\\\ =25+2 \\sqrt{6} {~} $ 따라서 $ a=25, b=2 $ 이므로 $ a+b=27 $ $ (a+b)^{2}=a^{2}+2 a b+b^{2}, (a-b)^{2}=a^{2}-2 a b+b^{2} $ 임을 이용하여 전개한 후 동류항끼리 간단히 한다.",$ 27 $,111.수학 과목 문제생성 데이터,validation
00042_82914,M3_1_01_00042_82914_A.png,"$ \\left(\\frac{3}{2}-\\frac{\\sqrt{3}}{4}\\right)^{2}+\\left(\\frac{1}{2}-\\frac{\\sqrt{3}}{4}\\right)^{2} \\\\ $ $ =\\left(\\frac{3}{2}\\right)^{2}-2 \\times \\frac{3}{2} \\times \\frac{\\sqrt{3}}{4}+\\left(\\frac{\\sqrt{3}}{4}\\right)^{2} \\\\ $ $ +\\left(\\frac{1}{2}\\right)^{2}-2 \\times \\frac{1}{2} \\times \\frac{\\sqrt{3}}{4}+\\left(\\frac{\\sqrt{3}}{4}\\right)^{2} \\\\ $ $ =\\frac{9}{4}-\\frac{3 \\sqrt{3}}{4}+\\frac{3}{16}+\\frac{1}{4}-\\frac{\\sqrt{3}}{4}+\\frac{3}{16} \\\\ $ $ =\\frac{46}{16}-\\sqrt{3}=\\frac{23}{8}-\\sqrt{3} \\\\ $ 따라서 $ a=\\frac{23}{8}, b=-1 $ 이므로 $ 8 a-b=8 \\times \\frac{23}{8}-(-1)=24 \\\\ $ $ [a+b]^{2}=a^{2}+2 a b+b^{2}, [a-b]^{2}=a^{2}-2 a b+b^{2} $ 임을 이용하여 전개한 후 동류항끼리 간단히 한다.",$24 \\\\ $,111.수학 과목 문제생성 데이터,validation
00042_82952,M3_1_01_00042_82952_A.png,$ \\begin{array}{l} \\\\ 3<\\sqrt{14}<4 \\text { 이므로 } a=\\sqrt{14}-3 \\\\ \\therefore[a-1][a+7]=[\\sqrt{14}-3-1][\\sqrt{14}-3+7] \\\\ =[\\sqrt{14}-4][\\sqrt{14}+4] \\\\ =[\\sqrt{14}]^{2}-4^{2} \\\\ =14-16=-2 \\\\\\end{array} $ $ {[a+b][a-b]=a^{2}-b^{2}}$ 임을 이용한다.,$-2$,111.수학 과목 문제생성 데이터,validation
00043_63331,M3_1_01_00043_63331_A.png,"② 제곱하여 $-10$이 되는 수는 없으므로 $-10$의 제곱근은 없다. 양수의 제곱근은 $2$개, $0$의 제곱근은 $1$개, 음수의 제곱근은 생각하지 않는다.",②,111.수학 과목 문제생성 데이터,validation
00043_63358,M3_1_01_00043_63358_A.png,(1) $11$ 의 제곱근은 $ \\pm \\sqrt{11} \\\\ $ (2) $50$ 의 제곱근은 $ \\pm \\sqrt{50} \\\\ $ (3) $5.4$ 의 제곱근은 $ \\pm \\sqrt{5.4} \\\\ $ (4) $ \\frac{3}{20} $ 의 제곱근은 $ \\pm \\sqrt{\\frac{3}{20}} $,(1) $ \\pm \\sqrt{11} $ (2) $ \\pm \\sqrt{50}(3) \\pm \\sqrt{5.4}(4) \\pm \\sqrt{\\frac{3}{20}} \\\\ $,111.수학 과목 문제생성 데이터,validation
00043_63359,M3_1_01_00043_63359_A.png,(1) $6$ 의 양의 제곱근은 $ \\sqrt{6} $ (2) $6$ 의 음의 제곱근은 $ -\\sqrt{6} $ (3) $6$ 의 제곱근은 $ \\pm \\sqrt{6} $ (4) 제곱근 $6$ 은 $ \\sqrt{6} $,(1) $ \\sqrt{6} $ (2) $ -\\sqrt{6} $ (3) $ \\pm \\sqrt{6} $ (4) $ \\sqrt{6} $,111.수학 과목 문제생성 데이터,validation
00043_63369,M3_1_01_00043_63369_A.png,$ (-7)^{2}=49 $ 이므로 $-7$ 은 $49$ 의 음의 제곱근이다.,$49$,111.수학 과목 문제생성 데이터,validation
00043_63370,M3_1_01_00043_63370_A.png,음수의 제곱근은 없다.,없다.,111.수학 과목 문제생성 데이터,validation
00043_63373,M3_1_01_00043_63373_A.png,따라서 옳은 것은 ④이다.,④ ① 제곱해서 $ a $ 가 되는 수를 $ a $ 의 제곱근이라 한다. ② 0 의 제곱근은 0 이다. ③ 양수의 제곱근은 양수와 음수 한 개씩이다. ⑤ 음수의 제곱근은 없다.,111.수학 과목 문제생성 데이터,validation
00043_63392,M3_1_01_00043_63392_A.png,(주어진 식)=$ 5+6 \\div 3-49=-42   $ 제곱근의 성질을 이용한다.,$‒42  $,111.수학 과목 문제생성 데이터,validation
00043_63395,M3_1_01_00043_63395_A.png,"㉠ 제곱근 $36$ 은 $ \\sqrt{36} $, 즉 $6$ 이다. ㉣ 음수의 제곱근은 없으므로 $-9$ 의 제곱근은 없다. 따라서 옳은 것은 ㉡, ㉢, ㉤ 이다.   $ a>0 $ 일 때 $ a $ 의 제곱근 $ \\rightarrow \\pm \\sqrt{a} $, 제곱근 $ a \\rightarrow \\sqrt{a} $","㉡, ㉢, ㉤",111.수학 과목 문제생성 데이터,validation
00043_63396,M3_1_01_00043_63396_A.png,$ \\sqrt{a^{2}}=4 $에서 $ a^{2}=16   \\therefore a= \\pm 4   \\sqrt{x}=y $ 이면 $ x=y^{2} $,텍스트 없음,111.수학 과목 문제생성 데이터,validation
00043_63404,M3_1_01_00043_63404_A.png,"② $ \\frac{4}{25} $ 의 제곱근은 $ \\pm \\sqrt{\\frac{4}{25}} $, 즉 $ \\pm \\frac{2}{5} $ 이다. ③ 400 의 제곱근은 $ \\pm \\sqrt{400} $, 즉 $\\pm 20$ 이다. ④ 0.64 의 제곱근은 $ \\pm \\sqrt{0.64} $, 즉 $\\pm 0.8$ 이다. ⑤ 0.1 의 제곱근은 $ \\pm \\sqrt{0.1} $ 이고 근호를 사용하지 않고 나타낼 수 없다. 따라서 옮은 것은 ⑤이다. 제곱수의 제곱근은 근호를 사용하지 않고 나타낼 수 있다.","① 16 의 제곱근은 $ \\pm \\sqrt{16} $, 즉 $\\pm 4$ 이다.",111.수학 과목 문제생성 데이터,validation
00043_63414,M3_1_01_00043_63414_A.png,$ \\begin{array}{l}\\sqrt{144}-2 \\sqrt{(-3)^{2}}+\\sqrt{(-2)^{4} \\times 3^{2}}-\\sqrt{(-4)^{2}} \\\\ =12-2 \\times 3+\\sqrt{4^{2} \\times 3^{2}}-4 \\\\ =12-6+4 \\times 3-4=14\\end{array} $ 제곱근의 성질을 이용하여 근호를 없앤 다음 계산한다.,③,111.수학 과목 문제생성 데이터,validation
