question_id,question_filename,question_grade,question_term,question_unit,question_topic,question_topic_name,question_type1,question_type2,question_condition,question_step,question_sector1,question_sector2,question_difficulty,question_contents,figure_text,question_text,source,label
00041_45099,M3_1_01_00041_45099.png,M3,1,01,9101071,제곱근표를 이용하여 제곱근의 값 구하기,선택형,1,0,기본,이해,수와 연산,3,0,,"$ \\sqrt{x}=1.371 $ 일 때, $ x $ 의 값은? <table border> <caption></caption>   <tbody>     <tr>       <td>수</td>       <td>$0$</td>       <td>$1$</td>       <td>$2$</td>       <td>$3$</td>       <td>$4$</td>       <td>$5$</td>       <td>$6$</td>       <td>$7$</td>       <td>$8$</td>       <td>$9$</td>     </tr>     <tr>      <td>$1.8$</td>      <td>$1,342$</td>      <td>$1,345$</td>      <td>$1,349$</td>      <td>$1,353$</td>      <td>$1,356$</td>       <td>$1,360$</td>      <td>$1,364$</td>       <td>$1,367$</td>       <td>$1,371$</td>       <td>$1,375$</td>     </tr>     <tr>       <td>$1.9$ </td>       <td>$1,378$</td>       <td>$1,382$</td>       <td>$1,386$</td>       <td>$1,389$</td>       <td>$1,393$</td>       <td>$1,396$</td>       <td>$1,400$</td>       <td>$1,404$</td>       <td>$1,407$</td>       <td>$1,411$</td>     </tr>     <tr>       <td>$2.0$</td>       <td>$1.414$</td>       <td>$1,418$</td>       <td>$1,421$</td>       <td>$1,425$</td>       <td>$1,428$</td>       <td>$1,432$</td>       <td>$1,435$</td>       <td>$1,439$</td>       <td>$1,442$</td>       <td>$1,456$</td>     </tr> </tbody> </table> ① $ 1.81 $ ② $ 1.87 $ ③$ 1.88 $ ④$ 1.92 $ ⑤$ 2.08 $",111.수학 과목 문제생성 데이터,validation
00041_45101,M3_1_01_00041_45101.png,M3,1,01,9101072,제곱근의 성질을 이용하여 제곱근의 값 구하기(1)-10²ⁿ는1/(10²ⁿ) 과의 곱 이용,선택형,2,0,기본,이해,수와 연산,3,0,,"$ \\sqrt{7}=2.646, \\sqrt{70}=8.367 $일 때, $ \\sqrt{700} $의 값은?  ①$26.46$ ②$83.67$ ③$264.6$ ④$836.7$ ⑤$2646$",111.수학 과목 문제생성 데이터,validation
00041_45117,M3_1_01_00041_45117.png,M3,1,01,9101039,제곱근의 곱셈,단답형,2,0,기본,계산,수와 연산,2,0,,다음 식을 간단히 하여라. (1) $ 5 \\sqrt{5} \\times 2 \\sqrt{3} $ (2) $ 3 \\sqrt{15} \\times 4 \\sqrt{2} $,111.수학 과목 문제생성 데이터,validation
00041_45121,M3_1_01_00041_45121.png,M3,1,01,9101042,제곱근의 나눗셈,선택형,2,0,기본,계산,수와 연산,3,0,,다음 중 옳지 않은 것은? ① $ \\frac{\\sqrt{36}}{\\sqrt{4}}=3 $ ② $ \\frac{\\sqrt{10}}{\\sqrt{5}}=\\sqrt{2} $ ③ $ \\frac{3 \\sqrt{6}}{\\sqrt{2}}=3 \\sqrt{3} $ ④ $ \\frac{\\sqrt{50}}{\\sqrt{5}}=\\sqrt{10} $ ⑤ $ \\frac{\\sqrt{18}}{\\sqrt{3}}=6 $,111.수학 과목 문제생성 데이터,validation
00041_45128,M3_1_01_00041_45128.png,M3,1,01,9101044,분모를 유리화하기,단답형,2,0,기본,계산,수와 연산,3,0,,$\\frac{\\sqrt{5}}{2\\sqrt{2}}$의 분모를 유리화하여라.,111.수학 과목 문제생성 데이터,validation
00041_45140,M3_1_01_00041_45140.png,M3,1,01,9101066,대입을 이용한 식의 값 구하기,선택형,2,0,기본,계산,수와 연산,3,0,,"$ x=2 \\sqrt{2} $일 때,  $ x+\\frac{1}{x} $의 값은?  ①$ -\\frac{\\sqrt{2}}{4} $ ②$0$ ③$ \\frac{\\sqrt{2}}{4} $ ④$ \\frac{5}{4} \\sqrt{2} $ ⑤$ \\frac{9}{4} \\sqrt{2} $",111.수학 과목 문제생성 데이터,validation
00041_45142,M3_1_01_00041_45142.png,M3,1,01,9101061,미지수 구하기,선택형,2,0,기본,계산,수와 연산,2,0,,$ \\sqrt{2 k}-3 \\sqrt{2}=\\sqrt{k}-3 $ 을 만족하는 유리수 $ k $ 의 값은? ①$‒10$ ②$‒6$ ③$‒4$ ④$6$ ⑤$9$,111.수학 과목 문제생성 데이터,validation
00041_45388,M3_1_01_00041_45388.png,M3,1,01,9101003,근호를 사용하여 나타내기,단답형,2,0,기본,계산,수와 연산,3,0,,$3$의 제곱근을 근호를 사용하여 나타내어라.,111.수학 과목 문제생성 데이터,validation
00041_45394,M3_1_01_00041_45394.png,M3,1,01,9101014,루트(a±b)2꼴을 포함한 식을 간단히 하기(2)-두 문자에 대한 조건이 주어진 경우,선택형,2,0,기본,계산,수와 연산,2,0,,"$ a-b>0, a b<0 $ 일 때, $ \\sqrt{[a-b]^{2}}+\\sqrt{[-b]^{2}}+\\sqrt{9 a^{2}} $ 을 간단히 하면? ① $ 2 a+b $ ② $ 2 a-b $ ③ $ a-2 b $ ④ $ 4 a+b $ ⑤ $ 4 a-2 b $",111.수학 과목 문제생성 데이터,validation
00041_45415,M3_1_01_00041_45415.png,M3,1,01,9101032,실수와 수직선,선택형,2,0,기본,이해,수와 연산,2,0,,다음 설명 중 옳지 않은 것은? (1) 서로 다른 두 유리수 사이에는 무수히 많은 유리수가 있다. (2) 서로 다른 두 무리수 사이에는 무수히 많은 무리수가 있다. (3) 서로 다른 두 유리수 사이에는 무수히 많은 무리수가 있다. (4) 서로 다른 두 실수 사이에는 무수히 많은 실수가 있다. (5) 서로 다른 두 정수 사이에는 무수히 많은 정수가 있다.,111.수학 과목 문제생성 데이터,validation
00041_45630,M3_1_01_00041_45630.png,M3,1,01,9101062,제곱근의 계산 결과가 유리수가 될 조건,선택형,2,0,기본,계산,수와 연산,2,0,,$ (\\sqrt{3}-1)(a \\sqrt{3}-4) $가 유리수가 되도록 하는 유리수 $a$의 값은? ①$‒4$ ②$‒\\frac{4}{3}$ ③$0$ ④$\\frac{4}{3}$ ⑤$4$,111.수학 과목 문제생성 데이터,validation
00042_20946,M3_1_01_00042_20946.png,M3,1,01,9101069,여러 가지 식의 값 구하기,선택형,2,0,기본,계산,수와 연산,3,0,,"$x=\\sqrt{3}+1$일 때, $(x+\\sqrt{2})(x‒\\sqrt{2})$의 값은? ① $2‒3\\sqrt{3}$ ② $2‒\\sqrt{3}$ ③ $2+\\sqrt{3}$ ④ $2‒2\\sqrt{3}$ ⑤ $2+2\\sqrt{3}$",111.수학 과목 문제생성 데이터,validation
00042_20950,M3_1_01_00042_20950.png,M3,1,01,9101067,조건을 변형하여 식의 값 구하기,단답형,2,0,기본,이해,수와 연산,2,0,,"$ x=\\frac{\\sqrt{3}-1}{\\sqrt{3}+1}, y=\\frac{\\sqrt{3}+1}{\\sqrt{3}-1} $ 일 때, $ x^{2}+y^{2}-x y $ 의 값을 구하여라.",111.수학 과목 문제생성 데이터,validation
00042_20953,M3_1_01_00042_20953.png,M3,1,01,9101067,조건을 변형하여 식의 값 구하기,선택형,2,0,기본,계산,수와 연산,3,0,,"$ x=2-\\sqrt{3} $ 일 때, $ x^{2}-4 x+2 $ 의 값은? ①$0$ ②$1$ ③$2$ ④$3$ ⑤$4$",111.수학 과목 문제생성 데이터,validation
00042_21015,M3_1_01_00042_21015.png,M3,1,01,9101060,무리수의 사칙 혼합 계산,단답형,2,0,기본,이해,수와 연산,2,0,,a$ [a+b][a-b]=a^{2}-b^{2} $ 을 이용하여 $ \\sqrt{27+\\frac{1}{25}} $ 을 간단히 하여라.,111.수학 과목 문제생성 데이터,validation
00042_82896,M3_1_01_00042_82896.png,M3,1,01,9101063,복잡한 형태의 분모의 유리화,단답형,2,0,기본,계산,수와 연산,2,0,,다음 식을 간단히 하여라. $ \\frac{1}{(2+\\sqrt{3})^{2}}+\\frac{1}{(2-\\sqrt{3})^{2}} $,111.수학 과목 문제생성 데이터,validation
00042_82913,M3_1_01_00042_82913.png,M3,1,01,9101060,무리수의 사칙 혼합 계산,단답형,2,1,기본,이해,수와 연산,2,0,,"$ (\\sqrt{6}-2)^{2}+(3+\\sqrt{6})^{2}=a+b \\sqrt{6} $ 일 때, $ a+b $ 의 값을 구하여라. (단, $ a, b $ 는 유리수)",111.수학 과목 문제생성 데이터,validation
00042_82914,M3_1_01_00042_82914.png,M3,1,01,9101060,무리수의 사칙 혼합 계산,단답형,2,1,기본,이해,수와 연산,2,0,,"$ \\left(\\frac{3}{2}-\\frac{\\sqrt{3}}{4}\\right)^{2}+\\left(\\frac{1}{2}-\\frac{\\sqrt{3}}{4}\\right)^{2}=a+b \\sqrt{3} $ 일 때, $ 8 a-b $ 의 값을 구하여라. (단, $ a, b $ 는 유리수)",111.수학 과목 문제생성 데이터,validation
00042_82952,M3_1_01_00042_82952.png,M3,1,01,9101075,무리수의 정수부분과 소수부분(1)-루트a 또는 a루트b,단답형,2,0,기본,계산,수와 연산,2,0,,"$ \\sqrt{14} $ 의 소수 부분을 $ a $ 라 할 때, $ (a-1)(a+7) $ 의 값을 구하여라.",111.수학 과목 문제생성 데이터,validation
00043_63331,M3_1_01_00043_63331.png,M3,1,01,9101001,제곱근의 뜻,선택형,2,0,기본,이해,수와 연산,3,0,,다음 중 제곱근을 구할 수 없는것은? ① $ \\frac{1}{2} $ ② $-10$ ③ $ (-3)^{2} $ ④ $0$ ⑤ $7$,111.수학 과목 문제생성 데이터,validation
00043_63358,M3_1_01_00043_63358.png,M3,1,01,9101003,근호를 사용하여 나타내기,단답형,2,0,기본,계산,수와 연산,3,0,,다음 수의 제곱근을 근호를 사용하여 나타내어라. (1) $11$ (2) $50$ (3) $5.4$ (4) $ \\frac{3}{20} $,111.수학 과목 문제생성 데이터,validation
00043_63359,M3_1_01_00043_63359.png,M3,1,01,9101003,근호를 사용하여 나타내기,단답형,2,0,기본,계산,수와 연산,3,0,,다음을 구하여라. ⑴ $6$ 의 양의 제곱근 ⑵ $6$ 의 음의 제곱근 ⑶ $6$ 의 제곱근 ⑷ 제곱근 $6$,111.수학 과목 문제생성 데이터,validation
00043_63369,M3_1_01_00043_63369.png,M3,1,01,9101001,제곱근의 뜻,단답형,2,0,기본,계산,수와 연산,3,0,,$「‒7$은 $   \\square $의 음의 제곱근이다.」에서 $ \\square $ 안에 알맞은 수를 구하여라.,111.수학 과목 문제생성 데이터,validation
00043_63370,M3_1_01_00043_63370.png,M3,1,01,9101002,제곱근 구하기,단답형,2,0,기본,계산,수와 연산,3,0,,$‒4$의 제곱근을 구하여라.,111.수학 과목 문제생성 데이터,validation
00043_63373,M3_1_01_00043_63373.png,M3,1,01,9101001,제곱근의 뜻,선택형,2,0,기본,이해,수와 연산,2,0,,다음 중 옳은 것은? ①제곱해서 양수 $a$가 되는 수를 $a$의 양의 제곱근이라 한다. ②$0$의 제곱근은 없다. ③양수의 제곱근은 양수이다. ④양수의 제곱근은 $2$개이다. ⑤음수의 제곱근은 음수이다.,111.수학 과목 문제생성 데이터,validation
00043_63392,M3_1_01_00043_63392.png,M3,1,01,9101010,제곱근의 성질을 이용하여 계산하기,단답형,2,0,기본,계산,수와 연산,2,0,,$\\sqrt{5^2}$ +(-$\\sqrt{6})^2$÷$\\sqrt{(‒3^2)}$‒(‒$\\sqrt{49})^2$을 계산하여라.,111.수학 과목 문제생성 데이터,validation
00043_63395,M3_1_01_00043_63395.png,M3,1,01,9101009,제곱근의 성질을 이용하여 제곱근 구하기,단답형,1,0,기본,이해,수와 연산,2,0,,다음 <보기> 중 옳은 것을 모두 골라라. <보기> ㉠제곱근 $36$ 은 $ \\pm 6 $ 이다. ㉡ $0$ 의 제곱근은 $0$ 뿐이다. ㉢ $8$ 의 두 제곱근의 합은 $0$ 이다. ㉣ $-9$ 의 음의 제곱근은 $-9$ 이다. ㉤ $0.16$ 의 제곱근은 $0.4$ 와 $-0.4$ 이다.,111.수학 과목 문제생성 데이터,validation
00043_63396,M3_1_01_00043_63396.png,M3,1,01,9101005,근호 안이 제곱수일 때 근호 풀기,선택형,2,0,기본,이해,수와 연산,2,0,,"$ \\sqrt{a^{2}}=4 $일 때, $ a $의 값은? (1) $ \\pm \\sqrt{2} $ (2) $ \\pm {2} $ (3) $ \\pm {4} $ (4) $ \\pm {8} $ (5) $ \\pm {16} $",111.수학 과목 문제생성 데이터,validation
00043_63404,M3_1_01_00043_63404.png,M3,1,01,9101005,근호 안이 제곱수일 때 근호 풀기,선택형,2,0,기본,이해,수와 연산,2,0,,다음 수 중에서 근호를 사용하지 않고 제곱근을 나타낼 수 없는 것은?  ①  $16$ ②  $ \\frac{4}{25} $ ③  $400$ ④ $0.64$ ⑤ $0.1$,111.수학 과목 문제생성 데이터,validation
00043_63414,M3_1_01_00043_63414.png,M3,1,01,9101010,제곱근의 성질을 이용하여 계산하기,선택형,2,0,기본,계산,수와 연산,2,0,,$\\sqrt{144}-2 \\sqrt{(-3]^{2}}+\\sqrt{[-2]^{4} \\times 3^{2}}-\\sqrt{[-4]^{2}}$ 을 계산하면?  ①7 ②11 ③14 ④31 ⑤34,111.수학 과목 문제생성 데이터,validation
00043_63417,M3_1_01_00043_63417.png,M3,1,01,9101010,제곱근의 성질을 이용하여 계산하기,선택형,2,0,기본,계산,수와 연산,2,0,,다음 중 옳은 것은?  ① $ -(\\sqrt{6})^{2}=6 $ ② $ \\sqrt{0.04} \\div \\sqrt{(0.1)^{2}}=2 $ ③ $ \\sqrt{3^{2}} \\times \\sqrt{\\left(-\\frac{5}{3}\\right)^{2}}=15 $ ④ $ \\sqrt{36}-\\sqrt{(-8)^{2}}=2 $ ⑤ $ \\sqrt{4}+\\sqrt{16}=\\sqrt{20} $,111.수학 과목 문제생성 데이터,validation
00043_63424,M3_1_01_00043_63424.png,M3,1,01,9101009,제곱근의 성질을 이용하여 제곱근 구하기,선택형,2,0,기본,이해,수와 연산,2,0,,"다음 중 옳은 것은? ① 어떤 수 $x$를 제곱하여 $a$가 될 때, $a$를 $x$의 제곱근이라 한다. ② 모든 음이 아닌 수의 제곱근은 $2$개이다. ③ $25$의 제곱근과  $ \\sqrt{25} $은 같은 값이다. ④ 어떤 양수의 양의 제곱근은 항상 그 수보다 작다. ⑤ 양수 $a$의 제곱근은 그 절댓값이 같다.",111.수학 과목 문제생성 데이터,validation
00043_63434,M3_1_01_00043_63434.png,M3,1,01,9101007,제곱근의 성질,단답형,2,0,기본,계산,수와 연산,2,0,,다음 값을 구하여라. (1) $ \\sqrt{[-3]^{2}} $ (2) $ -\\sqrt{[-3]^{2}} $ (3) $ [-\\sqrt{3}]^{2} $ (4) $ -(-\\sqrt{3})^{2} $,111.수학 과목 문제생성 데이터,validation
00043_63439,M3_1_01_00043_63439.png,M3,1,01,9101007,제곱근의 성질,선택형,2,0,기본,이해,수와 연산,2,0,,다음 중 옳지 않은 것은?  (1) $ (-\\sqrt{5})^{2}=5 $ (2) $ \\sqrt{36}= \\pm 6 $ (3) $ \\sqrt{(-10)^{2}}=10 $ (4) $ -\\sqrt{25}=-5 $ (5) $ -(-\\sqrt{6})^{2}=-6 $,111.수학 과목 문제생성 데이터,validation
00043_63449,M3_1_01_00043_63449.png,M3,1,01,9101005,근호 안이 제곱수일 때 근호 풀기,선택형,2,0,기본,이해,수와 연산,2,0,,"$ \\sqrt{a^{2}}=16 $ 일 때, $ a $ 의 값은? (1) $\\pm 2$ (2) $\\pm 4$ (3) $\\pm 8$ (4) $\\pm 16$ (5) $\\pm 256$",111.수학 과목 문제생성 데이터,validation
00043_63455,M3_1_01_00043_63455.png,M3,1,01,9101005,근호 안이 제곱수일 때 근호 풀기,선택형,1,0,기본,계산,수와 연산,2,0,,"다음 수 중 제곱근을 근호를 사용하지 않고 나타낼 수 있는 것은 모두 몇 개인가? $ \\begin{array}{lllll}15, & 0.4, & \\frac{1}{25}, & 0.\\dot{1}, & \\frac{4}{81}\\end{array} $ ①1개 ②2개 ③3개 ④4개 ⑤5개",111.수학 과목 문제생성 데이터,validation
00043_63491,M3_1_01_00043_63491.png,M3,1,01,9101005,근호 안이 제곱수일 때 근호 풀기,단답형,2,0,기본,이해,수와 연산,2,0,,다음 수를 근호를 사용하지 않고 나타내어라. (1) $ \\sqrt{36} $ (2) $ -\\sqrt{0.49} $,111.수학 과목 문제생성 데이터,validation
00043_63540,M3_1_01_00043_63540.png,M3,1,01,9101014,루트(a±b)2꼴을 포함한 식을 간단히 하기(2)-두 문자에 대한 조건이 주어진 경우,선택형,2,0,기본,계산,수와 연산,2,0,,"$ a<0,  b<0 $일 때, $ \\sqrt{(-a)^{2}}-\\sqrt{(a+b)^{2}}+\\sqrt{(3 b)^{2}} $을 간단히 하면?  ①$ -2 b $ ②$ 2 b $ ③$ 4 b $ ④$ a-b $ ⑤$ 2 a+4 b $",111.수학 과목 문제생성 데이터,validation
00043_63544,M3_1_01_00043_63544.png,M3,1,01,9101015,제곱근이 자연수가 되도록 미지수의 값 구하기1-[곱셈],단답형,2,0,기본,이해,수와 연산,2,0,,$ \\sqrt{135 a} $가 정수가 되는 가장 작은 자연수 $a$의 값을 구하여라,111.수학 과목 문제생성 데이터,validation
00043_63549,M3_1_01_00043_63549.png,M3,1,01,9101015,제곱근이 자연수가 되도록 미지수의 값 구하기1-[곱셈],선택형,2,0,기본,이해,수와 연산,2,0,,"$ \\sqrt{84 x y} $ 가 최소의 자연수가 되도록 하는 자연수 $ x, y $ 에 대하여 순서쌍 $ (x, y) $ 의 개수는?①$2$개 ②$3$개 ③$4$개 ④$5$개 ⑤$6$개",111.수학 과목 문제생성 데이터,validation
