id,name,semester,description,chapter,achievement,group_count,group_pos_x,group_pos_y
7598,'-'와 '=' 기호를 사용하여 뺄셈식을 쓰고 읽기,초등-초1-1학기,쓰기: 7-2=5\n읽기: 7 빼기 2는 5와 같습니다. 7과 2의 차는 5입니다.,"{'id': '17', 'name': '덧셈과 뺄셈 > 빼기는 어떻게 나타낼까요'}","{'id': '9', 'name': '하나의 수를 두 수로 분해하고, 두 수를 하나의 수로 합성할 수 있다.'}",23,0,0.7419354838709677
7599,그림 그리기를 이용하여 뺄셈하기,초등-초1-1학기,5-3의 계산\n방법1: ○를 5개 그린 다음 /로 3개를 지우면 2개가 남습니다. → 5-3=2\n방법2: 5와 3을 동그라미로 나타내고 하나씩 이어 보면 동그라미 2개가 남습니다. → 5-3=2,"{'id': '18', 'name': '덧셈과 뺄셈 > 뺄셈을 해 볼까요 (1)'}","{'id': '9', 'name': '하나의 수를 두 수로 분해하고, 두 수를 하나의 수로 합성할 수 있다.'}",24,0,0.7741935483870968
7600,수 가르기로 이용하여 뺄셈하기,초등-초1-1학기,4-3의 계산\n4는 3과 1로 가르기 할 수 있으므로 4에서 3을 빼면 1입니다.  → 4-3=1,"{'id': '19', 'name': '덧셈과 뺄셈 > 뺄셈을 해 볼까요 (2)'}","{'id': '9', 'name': '하나의 수를 두 수로 분해하고, 두 수를 하나의 수로 합성할 수 있다.'}",25,0,0.8064516129032258
7601,0이 있는 덧셈,초등-초1-1학기,(1) 0에 어떤 수를 더하면 항상 어떤 수가 됩니다. → 0+□=□\n(2) 어떤 수에 0을 더하면 항상 어떤 수가 됩니다. → □+0=□,"{'id': '20', 'name': '덧셈과 뺄셈 > 0을 더하거나 빼면 어떻게 될까요'}","{'id': '9', 'name': '하나의 수를 두 수로 분해하고, 두 수를 하나의 수로 합성할 수 있다.'}",26,0,0.8387096774193549
7602,0이 있는 뺼셈,초등-초1-1학기,(1) 어떤 수에서 0을 빼면 그대로 어떤 수가 됩니다. → □-0=□\n(2) 어떤 수에서 그 수 전체를 빼면 0이 됩니다. → □-□=□,"{'id': '20', 'name': '덧셈과 뺄셈 > 0을 더하거나 빼면 어떻게 될까요'}","{'id': '9', 'name': '하나의 수를 두 수로 분해하고, 두 수를 하나의 수로 합성할 수 있다.'}",27,0,0.8709677419354839
7618,10 알아보기,초등-초1-1학기,9보다 1 큰 수를 10이라고 합니다.,"{'id': '26', 'name': '50까지의 수 > 9다음 수는 무엇일까요'}","{'id': '1', 'name': '50까지의수 개념을 이해 하고, 수를 세고 읽고 쓸 수 있다.'}",28,0,0.9032258064516129
7620,십몇 알아보기,초등-초1-1학기,10개씩 묶음 1개와 낱개 2개를 12라고 합니다.,"{'id': '27', 'name': '50까지의 수 > 십몇을 알아볼까요'}","{'id': '1', 'name': '50까지의수 개념을 이해 하고, 수를 세고 읽고 쓸 수 있다.'}",29,0,0.9354838709677419
7621,몇십 알아보기,초등-초1-1학기,10개씩 묶음 4개를 40이라고 합니다.,"{'id': '29', 'name': '50까지의 수 > 10개씩 묶어 세어 볼까요'}","{'id': '1', 'name': '50까지의수 개념을 이해 하고, 수를 세고 읽고 쓸 수 있다.'}",30,0,0.967741935483871
6646,99까지의 수 쓰고 읽기,초등-초1-2학기,"10개씩 묶음 6개와 낱개 8개를 68이라 적고,  육십팔 또는 예순여덟이라 읽는다.","{'id': '33', 'name': '100까지의 수 > 60, 70, 80, 90을 알아볼까요'}","{'id': '2', 'name': '100까지의 수 개념을 이해하고, 수를 세고 읽고 쓸 수 있다.'}",0,1,0.0
6647,수의 순서 알아보기,초등-초1-2학기,"어떤 수 보다 1 큰 수는 어떤 수 바로 다음에 오는 수이고, 어떤 수 보다  1 작은 수는 어떤 수 바로 앞에 있는 수입니다.","{'id': '34', 'name': '100까지의 수 > 99까지의 수를 알아볼까요'}","{'id': '2', 'name': '100까지의 수 개념을 이해하고, 수를 세고 읽고 쓸 수 있다.'}",1,1,0.025
6648,수의 크기 비교하기,초등-초1-2학기,(1) 10개씩 묶음의 수를 비교합니다. 10개씩 묶음의 수가 큰 쪽이 더 큰 수입니다.\n(2) 10개씩 묶음의 수가 같으면 낱개의 수를 비교합니다. 낱개의 수가 큰 쪽이 더 큰 수입니다.,"{'id': '36', 'name': '100까지의 수 > 어느 수가 더 클까요'}","{'id': '6', 'name': '100까지의 수의 계열을 이해하고, 수의 크기를 비교할 수 있다.'}",2,1,0.05
6649,짝수와 홀수 알아보기,초등-초1-2학기,"짝수는 수가 2, 4, 6, 8, 0으로 끝나며 홀수는 수가 1, 3, 5, 7, 9로 끝납니다.","{'id': '36', 'name': '100까지의 수 > 어느 수가 더 클까요'}","{'id': '2', 'name': '100까지의 수 개념을 이해하고, 수를 세고 읽고 쓸 수 있다.'}",3,1,0.075
6774,받아 올림이 없는 (몇십 몇)\n+ (몇),초등-초1-2학기,낱개의 수끼리 더한 다음 10개씩 묶음의 수를 그대로 내려씁시다.,"{'id': '38', 'name': '덧셈과 뺄셈(1) > 덧셈을 해 볼까요 (1)'}","{'id': '45', 'name': '두 자릿수의 범위에서 받아 올림이 없는 덧셈과 받아 내림이 없는 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.'}",4,1,0.1
6775,받아 올림이 없는 (몇십)+(몇십),초등-초1-2학기,낱개의 수인 0을 그대로 내려쓴 다음 10개씩 묶음의 수끼리 더합니다.,"{'id': '39', 'name': '덧셈과 뺄셈(1) > 덧셈을 해 볼까요 (2)'}","{'id': '45', 'name': '두 자릿 수의 범위에서 받아 올림이 없는 덧셈과 받아 내림이 없는 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.'}",5,1,0.125
6776,받아 올림이 없는 (몇십 몇)\n+ (몇십 몇),초등-초1-2학기,낱개의 수끼리 더한 다음 10개씩 묶음의 수끼리 더합니다.,"{'id': '40', 'name': '덧셈과 뺄셈(1) > 덧셈을 해 볼까요 (3)'}","{'id': '45', 'name': '두 자릿 수의 범위에서 받아 올림이 없는 덧셈과 받아 내림이 없는 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.'}",6,1,0.15
6777,그림을 보고 덧셈하기,초등-초1-2학기,그림을 보고 덧셈식을 만들어 여러 가지 방법으로 구한다.,"{'id': '41', 'name': '덧셈과 뺄셈(1) > 그림을 보고 덧셈을 해 볼까요'}","{'id': '43', 'name': '덧셈과 뺄셈이 이루어지는 실생활 상황을 통하여 덧셈과 뺄셈의 의미를 이해한다.'}",7,1,0.175
6794,그림을 보고 뺄셈하기,초등-초1-2학기,그림을 보고 뺄셈식을 만들어 여러 가지 방법으로 구한다.,"{'id': '45', 'name': '덧셈과 뺄셈(1) > 그림을 보고 뺄셈을 해 볼까요'}","{'id': '43', 'name': '덧셈과 뺄셈이 이루어지는 실생활 상황을 통하여 덧셈과 뺄셈의 의미를 이해한다.'}",8,1,0.2
6803,여러 가지 모양 찾아 보기,초등-초1-2학기,"교실이나 주변에서 네모 모양, 세모 모양, 동그라미 모양을 찾고 같은 모양끼리 모을 수 있습니다.","{'id': '46', 'name': '여러 가지 모양 > 여러 가지 모양을 찾아볼까요'}","{'id': '145', 'name': '교실 및 생활 주변에서 여러 가지 물건을 관찰하여 삼각형, 사각형, 원의 모양을 찾고, 그것들을 이용하여 여러 가지 모양을 꾸밀 수 있다.'}",9,1,0.225
6804,네모 모양 알아 보기,초등-초1-2학기,네모모양은 뾰족한 곳이 4군데 편평한 곳이 4군데입니다.,"{'id': '47', 'name': '여러 가지 모양 > 여러 가지 모양을 알아볼까요'}","{'id': '145', 'name': '교실 및 생활 주변에서 여러 가지 물건을 관찰하여 삼각형, 사각형, 원의 모양을 찾고, 그것들을 이용하여 여러 가지 모양을 꾸밀 수 있다.'}",10,1,0.25
6805,세모 모양 알아 보기,초등-초1-2학기,"세모모양은 뾰족한 곳이 3군데,  편평한 곳이 3군데입니다.","{'id': '48', 'name': '여러 가지 모양 > 여러 가지 모양을 꾸며 볼까요'}","{'id': '145', 'name': '교실 및 생활 주변에서 여러 가지 물건을 관찰하여 삼각형, 사각형, 원의 모양을 찾고, 그것들을 이용하여 여러 가지 모양을 꾸밀 수 있다.'}",11,1,0.275
6806,동그라미 모양 알아 보기,초등-초1-2학기,동그라미 모양은 뾰족한 곳이 없고 둥근 부분이 있습니다.,"{'id': '47', 'name': '여러 가지 모양 > 여러 가지 모양을 알아볼까요'}","{'id': '145', 'name': '교실 및 생활 주변에서 여러 가지 물건을 관찰하여 삼각형, 사각형, 원의 모양을 찾고, 그것들을 이용하여 여러 가지 모양을 꾸밀 수 있다.'}",12,1,0.3
6807,여러 가지 모양 꾸미기,초등-초1-2학기,"네모모양, 세모모양, 동그라미모양을 이용하여 여러 가지 모양을 꾸민다.","{'id': '48', 'name': '여러 가지 모양 > 여러 가지 모양을 꾸며 볼까요'}","{'id': '145', 'name': '교실 및 생활 주변에서 여러 가지 물건을 관찰하여 삼각형, 사각형, 원의 모양을 찾고, 그것들을 이용하여 여러 가지 모양을 꾸밀 수 있다.'}",13,1,0.325
7070,그림으로 알아보기,초등-초1-2학기,사탕 8개에 3개를 더하면 사탕 11개 입니다.,"{'id': '64', 'name': '덧셈과 뺄셈(3) > 덧셈을 해 볼까요 (1)'}","{'id': '46', 'name': '(한 자릿수)+(한 자릿수)=(두 자릿수), (두 자릿수)-(한 자릿수)=(한 자릿수)의 계산 원리를 이해하고 그 계산을 할 수 있다.'}",14,1,0.35
7072,덧셈을 하고 규칙 찾기,초등-초1-2학기,1씩 커지는 수를 더하면  합도 1씩 커집니다.,"{'id': '66', 'name': '덧셈과 뺄셈(3) > 덧셈을 해 볼까요 (3)'}","{'id': '46', 'name': '(한 자릿수)+(한 자릿수)=(두 자릿수), (두 자릿수)-(한 자릿수)=(한 자릿수)의 계산 원리를 이해하고 그 계산을 할 수 있다.'}",15,1,0.375
7073,그림으로 알아보기,초등-초1-2학기,모형 16개 중 9개를 덜어 내면 7개가 남습니다.,"{'id': '67', 'name': '덧셈과 뺄셈(3) > 뺄셈을 해 볼까요 (1)'}","{'id': '46', 'name': '(한 자릿수)+(한 자릿수)=(두 자릿수), (두 자릿수)-(한 자릿수)=(한 자릿수)의 계산 원리를 이해하고 그 계산을 할 수 있다.'}",16,1,0.4
7075,뺄셈을 하고 규칙찾기,초등-초1-2학기,1씩 커지는 수를 빼면  차는 1씩 작아집니다.,"{'id': '69', 'name': '덧셈과 뺄셈(3) > 뺄셈을 해 볼까요 (3)'}","{'id': '46', 'name': '(한 자릿수)+(한 자릿수)=(두 자릿수), (두 자릿수)-(한 자릿수)=(한 자릿수)의 계산 원리를 이해하고 그 계산을 할 수 있다.'}",17,1,0.425
7076,10을 이용하여 가르기,초등-초1-2학기,10개를 담고 남은 모형이 몇 개인지 알아보기,"{'id': '40', 'name': '덧셈과 뺄셈(1) > 덧셈을 해 볼까요 (3)'}","{'id': '48', 'name': '덧셈과 뺄셈의 관계를 이해한다.'}",18,1,0.45
7626,"60,70,80,90",초등-초1-2학기,"10개씩 묶음 6개를 60이라 쓰고 육십, 예순이라 읽습니다.\n10개씩 묶음 7개를 70이라 쓰고 칠십, 일흔이라 읽습니다.\n10개씩 묶음 8개를 80이라 쓰고 팔십, 여든이라 읽습니다.\n10개씩 묶음 9개를 90이라 쓰고 구십, 아흔이라 읽습니다.","{'id': '33', 'name': '100까지의 수 > 60, 70, 80, 90을 알아볼까요'}","{'id': '2', 'name': '100까지의 수 개념을 이해하고, 수를 세고 읽고 쓸 수 있다.'}",19,1,0.475
7629,100 알아보기,초등-초1-2학기,99보다 1 큰 수를 100이라고 합니다. 100은 백이라고 읽습니다.,"{'id': '35', 'name': '100까지의 수 > 수의 순서를 알아볼까요'}","{'id': '6', 'name': '100까지의 수의 계열을 이해하고, 수의 크기를 비교할 수 있다.'}",20,1,0.5
7790,수의 크기 비교를 기호를 사용하여 나타내기,초등-초1-2학기,"""65는 72보다 작습니다.""를 65<72와 같이 씁니다.\n""72는 65보다 큽니다.""를 72>65와 같이 씁니다.","{'id': '36', 'name': '100까지의 수 > 어느 수가 더 클까요'}","{'id': '6', 'name': '100까지의 수의 계열을 이해하고, 수의 크기를 비교할 수 있다.'}",21,1,0.525
7797,(몇십 몇)-(몇),초등-초1-2학기,(1) 낱개끼리  줄을 맞추어 씁니다.\n(2) 낱개는 낱개끼리 빼고 10개씩 묶음은 그대로 씁니다.,"{'id': '42', 'name': '덧셈과 뺄셈(1) > 뺄셈을 해 볼까요 (1)'}","{'id': '45', 'name': '두 자릿수의 범위에서 받아 올림이 없는 덧셈과 받아 내림이 없는 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.'}",22,1,0.55
7798,(몇십)-(몇십),초등-초1-2학기,"(1) 10개씩 묶음은 10개씩 묶음끼리, 낱개는 낱개끼리 줄을 맞추어 씁니다.\n(2) 낱개는 0을 그대로 쓰고 10개씩 묶음은 10개씩 묶음끼리 뺍니다.","{'id': '43', 'name': '덧셈과 뺄셈(1) > 뺄셈을 해 볼까요 (2)'}","{'id': '45', 'name': '두 자릿수의 범위에서 받아 올림이 없는 덧셈과 받아 내림이 없는 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.'}",23,1,0.575
7799,(몇십 몇)-(몇십 몇),초등-초1-2학기,"(1) 10개씩 묶음은 10개씩 묶음끼리, 낱개는 낱개끼리 줄을 맞추어 씁니다.\n(2) 낱개는 낱개끼리, 10개씩 묶음은 10개씩 묶음끼리 뺍니다.","{'id': '44', 'name': '덧셈과 뺄셈(1) > 뺄셈을 해 볼까요 (3)'}","{'id': '45', 'name': '두 자릿수의 범위에서 받아 올림이 없는 덧셈과 받아 내림이 없는 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.'}",24,1,0.6
7800,세 수의 덧셈,초등-초1-2학기,앞의 두 수를 먼저 더하고 나온 결과에 나머지 수를 더합니다.,"{'id': '49', 'name': '덧셈과 뺄셈(2) > 세 수의 덧셈을 어떻게 할까요'}","{'id': '49', 'name': '두 자릿수의 범위에서 세 수의 덧셈과 뺄셈을 할 수 있다.'}",25,1,0.625
7801,세 수의 뺄셈,초등-초1-2학기,앞의 두 수를 먼저 빼고 나온 결과에서 나머지 수를 뺍니다.,"{'id': '50', 'name': '덧셈과 뺄셈(2) > 세 수의 뺄셈을 어떻게 할까요'}","{'id': '49', 'name': '두 자릿수의 범위에서 세 수의 덧셈과 뺄셈을 할 수 있다.'}",26,1,0.65
7802,두 수 더하기,초등-초1-2학기,6+5=11\n5+6=11\n두 수를 바꾸어 더해도 합은 같습니다.,"{'id': '51', 'name': '덧셈과 뺄셈(2) > 두 수를 더해 볼까요'}","{'id': '47', 'name': '두 자릿수의 범위에서 받아 올림이 있는 덧셈과 받아 내림이 있는 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.'}",27,1,0.675
7803,10이 되는 더하기,초등-초1-2학기,1+9=10\n2+8=10\n3+7=10\n4+6=10\n5+5=10\n6+4=10\n7+3=10\n8+2=10\n9+1=10,"{'id': '52', 'name': '덧셈과 뺄셈(2) > 10이 되는 더하기를 해 볼까요'}","{'id': '46', 'name': '(한 자릿수)+(한 자릿수)=(두 자릿수), (두 자릿수)-(한 자릿수)=(한 자릿수)의 계산 원리를 이해하고 그 계산을 할 수 있다.'}",28,1,0.7
7804,10에서 빼기,초등-초1-2학기,10-1=9\n10-2=8\n10-3=7\n10-4=6\n10-5=5\n10-6=4\n10-7=3\n10-8=2\n10-9=1,"{'id': '53', 'name': '덧셈과 뺄셈(2) > 10에서 빼 볼까요'}","{'id': '46', 'name': '(한 자릿수)+(한 자릿수)=(두 자릿수), (두 자릿수)-(한 자릿수)=(한 자릿수)의 계산 원리를 이해하고 그 계산을 할 수 있다.'}",29,1,0.725
7805,10을 만들어 더하기,초등-초1-2학기,1+9+3=13\n앞의 두 수로 10을 만들어 세 수를 더합니다.,"{'id': '54', 'name': '덧셈과 뺄셈(2) > 10을 만들어 더해 볼까요 (1)'}","{'id': '49', 'name': '두 자릿수의 범위에서 세 수의 덧셈과 뺄셈을 할 수 있다.'}",30,1,0.75
7806,10을 만들어 더하기,초등-초1-2학기,4+8+2=14\n뒤의 두 수를 더했을 때 10이 되면 뒤의 두 수를 먼저 더하는 것이 더 편리합니다.,"{'id': '55', 'name': '덧셈과 뺄셈(2) > 10을 만들어 더해 볼까요 (2)'}","{'id': '49', 'name': '두 자릿수의 범위에서 세 수의 덧셈과 뺄셈을 할 수 있다.'}",31,1,0.775
7807,몇 시,초등-초1-2학기,"짧은 바늘이 11, 긴 바늘이 12를 가리킬 때 시계는 11시를 나타내고 열한 시라고 읽습니다.","{'id': '56', 'name': '시계 보기와 규칙 찾기 > 몇 시일까요 (1)'}","{'id': '231', 'name': ""시계를 보고 시각을 '몇 시' 또는 '몇 시 30분'으로 읽을 수 있다.""}",32,1,0.8
7808,몇 시 30분,초등-초1-2학기,"짧은 바늘이 7과 8 사이, 긴바늘이 6을 가리킬 때 시계는 7시 30분을 나타내고 열 시 삼십 분이라고 읽습니다.","{'id': '57', 'name': '시계 보기와 규칙 찾기 > 몇 시일까요 (2)'}","{'id': '231', 'name': ""시계를 보고 시각을 '몇 시' 또는 '몇 시 30분'으로 읽을 수 있다.""}",33,1,0.825
7809,규칙 찾기,초등-초1-2학기,규칙을 찾을 때에는 어떤 것이 반복되는지 알아봅니다.,"{'id': '58', 'name': '시계 보기와 규칙 찾기 > 규칙을 찾아 말해 볼까요'}","{'id': '117', 'name': '물체, 무늬, 수 등의 배열에서 규칙을 찾아 여러가지 방법으로 나타낼 수 있다.'}",34,1,0.85
7810,규칙을 찾아 여러 가지 방법으로 나타내기,초등-초1-2학기,규칙에 따라 그림이나 수로 나타낼 수 있습니다.,"{'id': '59', 'name': '시계 보기와 규칙 찾기 > 규칙을 찾아 여러 가지 방법으로 나타내어 볼까요'}","{'id': '117', 'name': '물체, 무늬, 수 등의 배열에서 규칙을 찾아 여러가지 방법으로 나타낼 수 있다.'}",35,1,0.875
7811,수 배열에서 규칙 찾기,초등-초1-2학기,(1) 반복되는 규칙 찾기\n3-3-9-3-3-9\n3-3-9가 반복됩니다.\n(2) 커지는 규칙 찾기\n30-40-50-60-70-80\n30부터 시작하여 10씩 커집니다.,"{'id': '61', 'name': '시계 보기와 규칙 찾기 > 수 배열에서 규칙을 찾아볼까요'}","{'id': '117', 'name': '물체, 무늬, 수 등의 배열에서 규칙을 찾아 여러가지 방법으로 나타낼 수 있다.'}",36,1,0.9
7812,10을 이용하여 모으기,초등-초1-2학기,9와 7을 모으기 하면 10과 6이 되어 16이 됩니다.,"{'id': '63', 'name': '덧셈과 뺄셈(3) > 10을 이용하여 모으기와 가르기를 해 볼까요'}","{'id': '47', 'name': '두 자릿수의 범위에서 받아 올림이 있는 덧셈과 받아 내림이 있는 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.'}",37,1,0.925
7813,6+5의 계산,초등-초1-2학기,"5를 4와 1로 가르기 하여 6과 4를 더해서 10을 만들고, 남은 1과 더하면 11이 됩니다.","{'id': '64', 'name': '덧셈과 뺄셈(3) > 덧셈을 해 볼까요 (1)'}","{'id': '46', 'name': '(한 자릿수)+(한 자릿수)=(두 자릿수), (두 자릿수)-(한 자릿수)=(한 자릿수)의 계산 원리를 이해하고 그 계산을 할 수 있다.'}",38,1,0.95
7815,12-5의 계산,초등-초1-2학기,5를 2와 3으로 가르기 하여 12에서 2를 빼고 남은 10에서 3을 빼면 7이 됩니다.,"{'id': '67', 'name': '덧셈과 뺄셈(3) > 뺄셈을 해 볼까요 (1)'}","{'id': '46', 'name': '(한 자릿수)+(한 자릿수)=(두 자릿수), (두 자릿수)-(한 자릿수)=(한 자릿수)의 계산 원리를 이해하고 그 계산을 할 수 있다.'}",39,1,0.975
